municipality_id,municipality_key,name_en,name_ar,governorate_en,district_en,dglac_found,dglac_detail_status,official_website_status,complaint_form_status,municipal_app_status,official_social_status,news_trace_status,civic_tracker_status,public_forum_status,batch_status,priority_hint,next_search_queries,notes,rank,batch_id,batch_priority,priority_score,research_tier,recommended_next_action,reason_codes,dglac_form_available,dglac_website_found,dglac_email_found,official_search_queries,social_search_queries,news_search_queries
50937,bater,Bater,باتر,Mount Lebanon,El Chouf,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Bater"" municipality Lebanon complaint | ""Bater"" municipality Lebanon official website | ""Bater"" municipality Lebanon Facebook | ""باتر"" بلدية شكوى | ""باتر"" بلدية فيسبوك",Official DGLAC detail fetched.,328,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Bater"" municipality Lebanon official website | ""Bater"" municipality complaint form | ""باتر"" بلدية شكوى | ""باتر"" بلدية الموقع الرسمي","site:facebook.com ""Bater"" municipality | site:facebook.com ""باتر"" بلدية | site:instagram.com ""Bater"" municipality | site:x.com ""Bater"" municipality","""Bater"" municipality repair Lebanon | ""باتر"" بلدية اصلاح | NNA ""Bater"" municipality | ""Bater"" water electricity waste road Lebanon"
50433,batgrine,Batgrine,بتغرين,Mount Lebanon,Matn,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Batgrine"" municipality Lebanon complaint | ""Batgrine"" municipality Lebanon official website | ""Batgrine"" municipality Lebanon Facebook | ""بتغرين"" بلدية شكوى | ""بتغرين"" بلدية فيسبوك",Official DGLAC detail fetched.,329,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Batgrine"" municipality Lebanon official website | ""Batgrine"" municipality complaint form | ""بتغرين"" بلدية شكوى | ""بتغرين"" بلدية الموقع الرسمي","site:facebook.com ""Batgrine"" municipality | site:facebook.com ""بتغرين"" بلدية | site:instagram.com ""Batgrine"" municipality | site:x.com ""Batgrine"" municipality","""Batgrine"" municipality repair Lebanon | ""بتغرين"" بلدية اصلاح | NNA ""Batgrine"" municipality | ""Batgrine"" water electricity waste road Lebanon"
50030,baysour,Baysour,بيصور,Mount Lebanon,Aalay,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Baysour"" municipality Lebanon complaint | ""Baysour"" municipality Lebanon official website | ""Baysour"" municipality Lebanon Facebook | ""بيصور"" بلدية شكوى | ""بيصور"" بلدية فيسبوك",Official DGLAC detail fetched.,330,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Baysour"" municipality Lebanon official website | ""Baysour"" municipality complaint form | ""بيصور"" بلدية شكوى | ""بيصور"" بلدية الموقع الرسمي","site:facebook.com ""Baysour"" municipality | site:facebook.com ""بيصور"" بلدية | site:instagram.com ""Baysour"" municipality | site:x.com ""Baysour"" municipality","""Baysour"" municipality repair Lebanon | ""بيصور"" بلدية اصلاح | NNA ""Baysour"" municipality | ""Baysour"" water electricity waste road Lebanon"
49940,bdeghan,Bdeghan,بدغان,Mount Lebanon,Aalay,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Bdeghan"" municipality Lebanon complaint | ""Bdeghan"" municipality Lebanon official website | ""Bdeghan"" municipality Lebanon Facebook | ""بدغان"" بلدية شكوى | ""بدغان"" بلدية فيسبوك",Official DGLAC detail fetched.,331,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Bdeghan"" municipality Lebanon official website | ""Bdeghan"" municipality complaint form | ""بدغان"" بلدية شكوى | ""بدغان"" بلدية الموقع الرسمي","site:facebook.com ""Bdeghan"" municipality | site:facebook.com ""بدغان"" بلدية | site:instagram.com ""Bdeghan"" municipality | site:x.com ""Bdeghan"" municipality","""Bdeghan"" municipality repair Lebanon | ""بدغان"" بلدية اصلاح | NNA ""Bdeghan"" municipality | ""Bdeghan"" water electricity waste road Lebanon"
50505,beit_chabab,Beit Chabab,بيت شباب,Mount Lebanon,Matn,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Beit Chabab"" municipality Lebanon complaint | ""Beit Chabab"" municipality Lebanon official website | ""Beit Chabab"" municipality Lebanon Facebook | ""بيت شباب"" بلدية شكوى | ""بيت شباب"" بلدية فيسبوك",Official DGLAC detail fetched.,332,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Beit Chabab"" municipality Lebanon official website | ""Beit Chabab"" municipality complaint form | ""بيت شباب"" بلدية شكوى | ""بيت شباب"" بلدية الموقع الرسمي","site:facebook.com ""Beit Chabab"" municipality | site:facebook.com ""بيت شباب"" بلدية | site:instagram.com ""Beit Chabab"" municipality | site:x.com ""Beit Chabab"" municipality","""Beit Chabab"" municipality repair Lebanon | ""بيت شباب"" بلدية اصلاح | NNA ""Beit Chabab"" municipality | ""Beit Chabab"" water electricity waste road Lebanon"
50514,beit_el_chaar_mazraat_el_houdaira,Beit El Chaar - Mazraat El Houdaira,بيت الشعار-مزرعة الحضيرة,Mount Lebanon,Matn,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Beit El Chaar - Mazraat El Houdaira"" municipality Lebanon complaint | ""Beit El Chaar - Mazraat El Houdaira"" municipality Lebanon official website | ""Beit El Chaar - Mazraat El Houdaira"" municipality Lebanon Facebook | ""بيت الشعار-مزرعة الحضيرة"" بلدية شكوى | ""بيت الشعار-مزرعة الحضيرة"" بلدية فيسبوك",Official DGLAC detail fetched.,333,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Beit El Chaar - Mazraat El Houdaira"" municipality Lebanon official website | ""Beit El Chaar - Mazraat El Houdaira"" municipality complaint form | ""بيت الشعار-مزرعة الحضيرة"" بلدية شكوى | ""بيت الشعار-مزرعة الحضيرة"" بلدية الموقع الرسمي","site:facebook.com ""Beit El Chaar - Mazraat El Houdaira"" municipality | site:facebook.com ""بيت الشعار-مزرعة الحضيرة"" بلدية | site:instagram.com ""Beit El Chaar - Mazraat El Houdaira"" municipality | site:x.com ""Beit El Chaar - Mazraat El Houdaira"" municipality","""Beit El Chaar - Mazraat El Houdaira"" municipality repair Lebanon | ""بيت الشعار-مزرعة الحضيرة"" بلدية اصلاح | NNA ""Beit El Chaar - Mazraat El Houdaira"" municipality | ""Beit El Chaar - Mazraat El Houdaira"" water electricity waste road Lebanon"
50523,beit_meri,Beit Meri,بيت مري,Mount Lebanon,Matn,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Beit Meri"" municipality Lebanon complaint | ""Beit Meri"" municipality Lebanon official website | ""Beit Meri"" municipality Lebanon Facebook | ""بيت مري"" بلدية شكوى | ""بيت مري"" بلدية فيسبوك",Official DGLAC detail fetched.,334,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Beit Meri"" municipality Lebanon official website | ""Beit Meri"" municipality complaint form | ""بيت مري"" بلدية شكوى | ""بيت مري"" بلدية الموقع الرسمي","site:facebook.com ""Beit Meri"" municipality | site:facebook.com ""بيت مري"" بلدية | site:instagram.com ""Beit Meri"" municipality | site:x.com ""Beit Meri"" municipality","""Beit Meri"" municipality repair Lebanon | ""بيت مري"" بلدية اصلاح | NNA ""Beit Meri"" municipality | ""Beit Meri"" water electricity waste road Lebanon"
49913,bhamdoun_al_dayaa,Bhamdoun Al Dayaa,بحمدون الضيعة,Mount Lebanon,Aalay,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Bhamdoun Al Dayaa"" municipality Lebanon complaint | ""Bhamdoun Al Dayaa"" municipality Lebanon official website | ""Bhamdoun Al Dayaa"" municipality Lebanon Facebook | ""بحمدون الضيعة"" بلدية شكوى | ""بحمدون الضيعة"" بلدية فيسبوك",Official DGLAC detail fetched.,335,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Bhamdoun Al Dayaa"" municipality Lebanon official website | ""Bhamdoun Al Dayaa"" municipality complaint form | ""بحمدون الضيعة"" بلدية شكوى | ""بحمدون الضيعة"" بلدية الموقع الرسمي","site:facebook.com ""Bhamdoun Al Dayaa"" municipality | site:facebook.com ""بحمدون الضيعة"" بلدية | site:instagram.com ""Bhamdoun Al Dayaa"" municipality | site:x.com ""Bhamdoun Al Dayaa"" municipality","""Bhamdoun Al Dayaa"" municipality repair Lebanon | ""بحمدون الضيعة"" بلدية اصلاح | NNA ""Bhamdoun Al Dayaa"" municipality | ""Bhamdoun Al Dayaa"" water electricity waste road Lebanon"
50487,bikfaya_al_muhaidatha,Bikfaya - Al Muhaidatha,بكفيا-المحيدثة,Mount Lebanon,Matn,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Bikfaya - Al Muhaidatha"" municipality Lebanon complaint | ""Bikfaya - Al Muhaidatha"" municipality Lebanon official website | ""Bikfaya - Al Muhaidatha"" municipality Lebanon Facebook | ""بكفيا-المحيدثة"" بلدية شكوى | ""بكفيا-المحيدثة"" بلدية فيسبوك",Official DGLAC detail fetched.,336,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Bikfaya - Al Muhaidatha"" municipality Lebanon official website | ""Bikfaya - Al Muhaidatha"" municipality complaint form | ""بكفيا-المحيدثة"" بلدية شكوى | ""بكفيا-المحيدثة"" بلدية الموقع الرسمي","site:facebook.com ""Bikfaya - Al Muhaidatha"" municipality | site:facebook.com ""بكفيا-المحيدثة"" بلدية | site:instagram.com ""Bikfaya - Al Muhaidatha"" municipality | site:x.com ""Bikfaya - Al Muhaidatha"" municipality","""Bikfaya - Al Muhaidatha"" municipality repair Lebanon | ""بكفيا-المحيدثة"" بلدية اصلاح | NNA ""Bikfaya - Al Muhaidatha"" municipality | ""Bikfaya - Al Muhaidatha"" water electricity waste road Lebanon"
51981,bkaatouta_achqout,Bkaatouta Achqout,بقعاتة عشقوت,Mount Lebanon,Kesrouane,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Bkaatouta Achqout"" municipality Lebanon complaint | ""Bkaatouta Achqout"" municipality Lebanon official website | ""Bkaatouta Achqout"" municipality Lebanon Facebook | ""بقعاتة عشقوت"" بلدية شكوى | ""بقعاتة عشقوت"" بلدية فيسبوك",Official DGLAC detail fetched.,337,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Bkaatouta Achqout"" municipality Lebanon official website | ""Bkaatouta Achqout"" municipality complaint form | ""بقعاتة عشقوت"" بلدية شكوى | ""بقعاتة عشقوت"" بلدية الموقع الرسمي","site:facebook.com ""Bkaatouta Achqout"" municipality | site:facebook.com ""بقعاتة عشقوت"" بلدية | site:instagram.com ""Bkaatouta Achqout"" municipality | site:x.com ""Bkaatouta Achqout"" municipality","""Bkaatouta Achqout"" municipality repair Lebanon | ""بقعاتة عشقوت"" بلدية اصلاح | NNA ""Bkaatouta Achqout"" municipality | ""Bkaatouta Achqout"" water electricity waste road Lebanon"
52071,bkaatouta_kenane,Bkaatouta Kenane,بقعاتة كنعان,Mount Lebanon,Kesrouane,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Bkaatouta Kenane"" municipality Lebanon complaint | ""Bkaatouta Kenane"" municipality Lebanon official website | ""Bkaatouta Kenane"" municipality Lebanon Facebook | ""بقعاتة كنعان"" بلدية شكوى | ""بقعاتة كنعان"" بلدية فيسبوك",Official DGLAC detail fetched.,338,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Bkaatouta Kenane"" municipality Lebanon official website | ""Bkaatouta Kenane"" municipality complaint form | ""بقعاتة كنعان"" بلدية شكوى | ""بقعاتة كنعان"" بلدية الموقع الرسمي","site:facebook.com ""Bkaatouta Kenane"" municipality | site:facebook.com ""بقعاتة كنعان"" بلدية | site:instagram.com ""Bkaatouta Kenane"" municipality | site:x.com ""Bkaatouta Kenane"" municipality","""Bkaatouta Kenane"" municipality repair Lebanon | ""بقعاتة كنعان"" بلدية اصلاح | NNA ""Bkaatouta Kenane"" municipality | ""Bkaatouta Kenane"" water electricity waste road Lebanon"
51612,blouneh,Blouneh,بلونه,Mount Lebanon,Kesrouane,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Blouneh"" municipality Lebanon complaint | ""Blouneh"" municipality Lebanon official website | ""Blouneh"" municipality Lebanon Facebook | ""بلونه"" بلدية شكوى | ""بلونه"" بلدية فيسبوك",Official DGLAC detail fetched.,339,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Blouneh"" municipality Lebanon official website | ""Blouneh"" municipality complaint form | ""بلونه"" بلدية شكوى | ""بلونه"" بلدية الموقع الرسمي","site:facebook.com ""Blouneh"" municipality | site:facebook.com ""بلونه"" بلدية | site:instagram.com ""Blouneh"" municipality | site:x.com ""Blouneh"" municipality","""Blouneh"" municipality repair Lebanon | ""بلونه"" بلدية اصلاح | NNA ""Blouneh"" municipality | ""Blouneh"" water electricity waste road Lebanon"
51621,bqaatouta,Bqaatouta,بقعتوتة,Mount Lebanon,Kesrouane,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Bqaatouta"" municipality Lebanon complaint | ""Bqaatouta"" municipality Lebanon official website | ""Bqaatouta"" municipality Lebanon Facebook | ""بقعتوتة"" بلدية شكوى | ""بقعتوتة"" بلدية فيسبوك",Official DGLAC detail fetched.,340,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Bqaatouta"" municipality Lebanon official website | ""Bqaatouta"" municipality complaint form | ""بقعتوتة"" بلدية شكوى | ""بقعتوتة"" بلدية الموقع الرسمي","site:facebook.com ""Bqaatouta"" municipality | site:facebook.com ""بقعتوتة"" بلدية | site:instagram.com ""Bqaatouta"" municipality | site:x.com ""Bqaatouta"" municipality","""Bqaatouta"" municipality repair Lebanon | ""بقعتوتة"" بلدية اصلاح | NNA ""Bqaatouta"" municipality | ""Bqaatouta"" water electricity waste road Lebanon"
50451,broumana,Broumana,برمانا,Mount Lebanon,Matn,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Broumana"" municipality Lebanon complaint | ""Broumana"" municipality Lebanon official website | ""Broumana"" municipality Lebanon Facebook | ""برمانا"" بلدية شكوى | ""برمانا"" بلدية فيسبوك",Official DGLAC detail fetched.,341,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Broumana"" municipality Lebanon official website | ""Broumana"" municipality complaint form | ""برمانا"" بلدية شكوى | ""برمانا"" بلدية الموقع الرسمي","site:facebook.com ""Broumana"" municipality | site:facebook.com ""برمانا"" بلدية | site:instagram.com ""Broumana"" municipality | site:x.com ""Broumana"" municipality","""Broumana"" municipality repair Lebanon | ""برمانا"" بلدية اصلاح | NNA ""Broumana"" municipality | ""Broumana"" water electricity waste road Lebanon"
50469,bsallim_mazraa_al_majdoub,Bsallim - Mazraa - Al Majdoub,بصاليم-مزهر-المجذوب,Mount Lebanon,Matn,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Bsallim - Mazraa - Al Majdoub"" municipality Lebanon complaint | ""Bsallim - Mazraa - Al Majdoub"" municipality Lebanon official website | ""Bsallim - Mazraa - Al Majdoub"" municipality Lebanon Facebook | ""بصاليم-مزهر-المجذوب"" بلدية شكوى | ""بصاليم-مزهر-المجذوب"" بلدية فيسبوك",Official DGLAC detail fetched.,342,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Bsallim - Mazraa - Al Majdoub"" municipality Lebanon official website | ""Bsallim - Mazraa - Al Majdoub"" municipality complaint form | ""بصاليم-مزهر-المجذوب"" بلدية شكوى | ""بصاليم-مزهر-المجذوب"" بلدية الموقع الرسمي","site:facebook.com ""Bsallim - Mazraa - Al Majdoub"" municipality | site:facebook.com ""بصاليم-مزهر-المجذوب"" بلدية | site:instagram.com ""Bsallim - Mazraa - Al Majdoub"" municipality | site:x.com ""Bsallim - Mazraa - Al Majdoub"" municipality","""Bsallim - Mazraa - Al Majdoub"" municipality repair Lebanon | ""بصاليم-مزهر-المجذوب"" بلدية اصلاح | NNA ""Bsallim - Mazraa - Al Majdoub"" municipality | ""Bsallim - Mazraa - Al Majdoub"" water electricity waste road Lebanon"
48049,btekhniyeh,Btekhniyeh,بتخنيه,Mount Lebanon,Baabda,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Btekhniyeh"" municipality Lebanon complaint | ""Btekhniyeh"" municipality Lebanon official website | ""Btekhniyeh"" municipality Lebanon Facebook | ""بتخنيه"" بلدية شكوى | ""بتخنيه"" بلدية فيسبوك",Official DGLAC detail fetched.,343,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Btekhniyeh"" municipality Lebanon official website | ""Btekhniyeh"" municipality complaint form | ""بتخنيه"" بلدية شكوى | ""بتخنيه"" بلدية الموقع الرسمي","site:facebook.com ""Btekhniyeh"" municipality | site:facebook.com ""بتخنيه"" بلدية | site:instagram.com ""Btekhniyeh"" municipality | site:x.com ""Btekhniyeh"" municipality","""Btekhniyeh"" municipality repair Lebanon | ""بتخنيه"" بلدية اصلاح | NNA ""Btekhniyeh"" municipality | ""Btekhniyeh"" water electricity waste road Lebanon"
51000,btouma,Btouma,بطمة,Mount Lebanon,El Chouf,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Btouma"" municipality Lebanon complaint | ""Btouma"" municipality Lebanon official website | ""Btouma"" municipality Lebanon Facebook | ""بطمة"" بلدية شكوى | ""بطمة"" بلدية فيسبوك",Official DGLAC detail fetched.,344,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Btouma"" municipality Lebanon official website | ""Btouma"" municipality complaint form | ""بطمة"" بلدية شكوى | ""بطمة"" بلدية الموقع الرسمي","site:facebook.com ""Btouma"" municipality | site:facebook.com ""بطمة"" بلدية | site:instagram.com ""Btouma"" municipality | site:x.com ""Btouma"" municipality","""Btouma"" municipality repair Lebanon | ""بطمة"" بلدية اصلاح | NNA ""Btouma"" municipality | ""Btouma"" water electricity waste road Lebanon"
48059,burj_al_barajneh,Burj al-Barajneh,برج البراجنة,Mount Lebanon,Baabda,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Burj al-Barajneh"" municipality Lebanon complaint | ""Burj al-Barajneh"" municipality Lebanon official website | ""Burj al-Barajneh"" municipality Lebanon Facebook | ""برج البراجنة"" بلدية شكوى | ""برج البراجنة"" بلدية فيسبوك",Official DGLAC detail fetched.,345,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Burj al-Barajneh"" municipality Lebanon official website | ""Burj al-Barajneh"" municipality complaint form | ""برج البراجنة"" بلدية شكوى | ""برج البراجنة"" بلدية الموقع الرسمي","site:facebook.com ""Burj al-Barajneh"" municipality | site:facebook.com ""برج البراجنة"" بلدية | site:instagram.com ""Burj al-Barajneh"" municipality | site:x.com ""Burj al-Barajneh"" municipality","""Burj al-Barajneh"" municipality repair Lebanon | ""برج البراجنة"" بلدية اصلاح | NNA ""Burj al-Barajneh"" municipality | ""Burj al-Barajneh"" water electricity waste road Lebanon"
50496,byakout,Byakout,بياقوت,Mount Lebanon,Matn,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Byakout"" municipality Lebanon complaint | ""Byakout"" municipality Lebanon official website | ""Byakout"" municipality Lebanon Facebook | ""بياقوت"" بلدية شكوى | ""بياقوت"" بلدية فيسبوك",Official DGLAC detail fetched.,346,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Byakout"" municipality Lebanon official website | ""Byakout"" municipality complaint form | ""بياقوت"" بلدية شكوى | ""بياقوت"" بلدية الموقع الرسمي","site:facebook.com ""Byakout"" municipality | site:facebook.com ""بياقوت"" بلدية | site:instagram.com ""Byakout"" municipality | site:x.com ""Byakout"" municipality","""Byakout"" municipality repair Lebanon | ""بياقوت"" بلدية اصلاح | NNA ""Byakout"" municipality | ""Byakout"" water electricity waste road Lebanon"
52053,bzommar,Bzommar,بزمار,Mount Lebanon,Kesrouane,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Bzommar"" municipality Lebanon complaint | ""Bzommar"" municipality Lebanon official website | ""Bzommar"" municipality Lebanon Facebook | ""بزمار"" بلدية شكوى | ""بزمار"" بلدية فيسبوك",Official DGLAC detail fetched.,347,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Bzommar"" municipality Lebanon official website | ""Bzommar"" municipality complaint form | ""بزمار"" بلدية شكوى | ""بزمار"" بلدية الموقع الرسمي","site:facebook.com ""Bzommar"" municipality | site:facebook.com ""بزمار"" بلدية | site:instagram.com ""Bzommar"" municipality | site:x.com ""Bzommar"" municipality","""Bzommar"" municipality repair Lebanon | ""بزمار"" بلدية اصلاح | NNA ""Bzommar"" municipality | ""Bzommar"" water electricity waste road Lebanon"
50129,chanehye,Chanehye,شانيه,Mount Lebanon,Aalay,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Chanehye"" municipality Lebanon complaint | ""Chanehye"" municipality Lebanon official website | ""Chanehye"" municipality Lebanon Facebook | ""شانيه"" بلدية شكوى | ""شانيه"" بلدية فيسبوك",Official DGLAC detail fetched.,348,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Chanehye"" municipality Lebanon official website | ""Chanehye"" municipality complaint form | ""شانيه"" بلدية شكوى | ""شانيه"" بلدية الموقع الرسمي","site:facebook.com ""Chanehye"" municipality | site:facebook.com ""شانيه"" بلدية | site:instagram.com ""Chanehye"" municipality | site:x.com ""Chanehye"" municipality","""Chanehye"" municipality repair Lebanon | ""شانيه"" بلدية اصلاح | NNA ""Chanehye"" municipality | ""Chanehye"" water electricity waste road Lebanon"
50120,charoun,Charoun,شارون,Mount Lebanon,Aalay,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Charoun"" municipality Lebanon complaint | ""Charoun"" municipality Lebanon official website | ""Charoun"" municipality Lebanon Facebook | ""شارون"" بلدية شكوى | ""شارون"" بلدية فيسبوك",Official DGLAC detail fetched.,349,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Charoun"" municipality Lebanon official website | ""Charoun"" municipality complaint form | ""شارون"" بلدية شكوى | ""شارون"" بلدية الموقع الرسمي","site:facebook.com ""Charoun"" municipality | site:facebook.com ""شارون"" بلدية | site:instagram.com ""Charoun"" municipality | site:x.com ""Charoun"" municipality","""Charoun"" municipality repair Lebanon | ""شارون"" بلدية اصلاح | NNA ""Charoun"" municipality | ""Charoun"" water electricity waste road Lebanon"
52017,chehatoal_w_jouret_el_mhaid,Chehatoal W Jouret El Mhaid,شحتول وجورة مهاد,Mount Lebanon,Kesrouane,yes,fetched,not_found,not_found,unknown,unknown,unknown,unknown,unknown,unbatched,needs_scoring,"""Chehatoal W Jouret El Mhaid"" municipality Lebanon complaint | ""Chehatoal W Jouret El Mhaid"" municipality Lebanon official website | ""Chehatoal W Jouret El Mhaid"" municipality Lebanon Facebook | ""شحتول وجورة مهاد"" بلدية شكوى | ""شحتول وجورة مهاد"" بلدية فيسبوك",Official DGLAC detail fetched.,350,,,87,T2_official_channel_gap,official_website_social_news_search,no_dglac_form;no_dglac_website;no_dglac_email;official_social_status_unknown;news_trace_status_unknown;civic_tracker_status_unknown;public_forum_status_unknown,no,no,no,"""Chehatoal W Jouret El Mhaid"" municipality Lebanon official website | ""Chehatoal W Jouret El Mhaid"" municipality complaint form | ""شحتول وجورة مهاد"" بلدية شكوى | ""شحتول وجورة مهاد"" بلدية الموقع الرسمي","site:facebook.com ""Chehatoal W Jouret El Mhaid"" municipality | site:facebook.com ""شحتول وجورة مهاد"" بلدية | site:instagram.com ""Chehatoal W Jouret El Mhaid"" municipality | site:x.com ""Chehatoal W Jouret El Mhaid"" municipality","""Chehatoal W Jouret El Mhaid"" municipality repair Lebanon | ""شحتول وجورة مهاد"" بلدية اصلاح | NNA ""Chehatoal W Jouret El Mhaid"" municipality | ""Chehatoal W Jouret El Mhaid"" water electricity waste road Lebanon"
