review_id,source,arabizi_variant,normalized_arabizi,arabic_lebanese,english_meaning,category,complaint_use,candidate_sector,candidate_issue,decision,reason,suggested_action,preferred_rewrite
CFR-03260,master_signal_lexicon,fe may sokhne,fi may sokhne,في مي سخنة؟,is there hot water?,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03261,master_signal_lexicon,fi parking 3and l bineye,fi parking 3and l bineye,في باركينغ عند البناية؟,is there parking at the building?,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03262,master_signal_lexicon,fe parking 3and l bineye,fi parking 3and l bineye,في باركينغ عند البناية؟,is there parking at the building?,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03263,master_signal_lexicon,fi sawt mn fo2,fi sawt mn fo2,في صوت من فوق,there is noise from upstairs,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03264,master_signal_lexicon,fe sot mn fo2,fi sawt mn fo2,في صوت من فوق,there is noise from upstairs,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03265,master_signal_lexicon,fi sot bel leil,fi sot bel leil,في صوت بالليل,there is noise at night,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03266,master_signal_lexicon,fe sot bil leil,fi sot bel leil,في صوت بالليل,there is noise at night,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03267,master_signal_lexicon,fi sot mn l jiran,fi sot mn l jiran,في صوت من الجيران,there is noise from the neighbors,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03268,master_signal_lexicon,fe sot mn l jiran,fi sot mn l jiran,في صوت من الجيران,there is noise from the neighbors,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03269,master_signal_lexicon,fi tasrib may,fi tasrib may,في تسريب مي,there is a water leak,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03270,master_signal_lexicon,fi tasreeb may,fi tasrib may,في تسريب مي,there is a water leak,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03271,master_signal_lexicon,khalle l concierge yefta7,khalle l concierge yefta7,خلّي الكونسييرج يفتح,let the concierge open it,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03272,master_signal_lexicon,l 7anafiyye 3am tnazzel may,l 7anafiyye 3am tnazzel may,الحنفية عم تنزّل مي,the faucet is leaking,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03273,master_signal_lexicon,el hanafiyye 3am tnazzel may,l 7anafiyye 3am tnazzel may,الحنفية عم تنزّل مي,the faucet is leaking,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03274,master_signal_lexicon,l 7ara hadye,l 7ara hadye,الحارة هادية,the neighborhood is quiet,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03275,master_signal_lexicon,l hara hadyi,l 7ara hadye,الحارة هادية,the neighborhood is quiet,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03276,master_signal_lexicon,l asansor ma 3am yefta7,l asansor ma 3am yefta7,الأسانسور ما عم يفتح,the elevator is not opening,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03277,master_signal_lexicon,l asansor wa2ef,l asansor wa2ef,الأسانسور واقف,the elevator stopped working,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03278,master_signal_lexicon,l ascenseur kharben,l ascenseur kharben,الأسانسير خربان,the elevator is broken,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03279,master_signal_lexicon,l asansor kharben,l ascenseur kharben,الأسانسير خربان,the elevator is broken,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03280,master_signal_lexicon,l ascenseur ma 3am yotla3,l ascenseur ma 3am yotla3,الأسانسير ما عم يطلع,the elevator is not going up,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03281,master_signal_lexicon,l asansor ma 3am yotla3,l ascenseur ma 3am yotla3,الأسانسير ما عم يطلع,the elevator is not going up,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03282,master_signal_lexicon,l bawab mawjoud,l bawab mawjoud,البوّاب موجود,the doorman is there,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03283,master_signal_lexicon,l bawweb mawjoud,l bawab mawjoud,البوّاب موجود,the doorman is there,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03284,master_signal_lexicon,l beb bado tasli7,l beb bado tasli7,الباب بدو تصليح,the door needs fixing,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03285,master_signal_lexicon,l beb l bara ma byetsakkar,l beb l bara ma byetsakkar,الباب البرّا ما بيتسكّر,the outside door does not close,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03286,master_signal_lexicon,l beb el barra ma byetsakkar,l beb l bara ma byetsakkar,الباب البرّا ما بيتسكّر,the outside door does not close,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03287,master_signal_lexicon,l bineye 3aj2a,l bineye 3aj2a,البناية عجقة,the building is crowded,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03288,master_signal_lexicon,l bineye 3aj2a ktir,l bineye 3aj2a,البناية عجقة,the building is crowded,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03289,master_signal_lexicon,l bineye hadye,l bineye hadye,البناية هادية,the building is quiet,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03290,master_signal_lexicon,l bineye hadyi,l bineye hadye,البناية هادية,the building is quiet,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03291,master_signal_lexicon,l concierge mesh mawjoud,l concierge mesh mawjoud,الكونسييرج مش موجود,the concierge is not there,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03292,master_signal_lexicon,el concierge mish mawjoud,l concierge mesh mawjoud,الكونسييرج مش موجود,the concierge is not there,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03293,master_signal_lexicon,l dayf ma la2a maw2af,l dayf ma la2a maw2af,الضيف ما لقى موقف,the guest did not find parking,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03294,master_signal_lexicon,l dayf ma l2a parking,l dayf ma la2a maw2af,الضيف ما لقى موقف,the guest did not find parking,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03295,master_signal_lexicon,l internet bel bineye da3if,l internet bel bineye da3if,الإنترنت بالبناية ضعيف,the internet in the building is weak,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03296,master_signal_lexicon,l net bil bineye da3if,l internet bel bineye da3if,الإنترنت بالبناية ضعيف,the internet in the building is weak,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03297,master_signal_lexicon,l internet bel bineye ta3ban,l internet bel bineye ta3ban,الإنترنت بالبناية تعبان,the internet in the building is bad,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03298,master_signal_lexicon,el internet bel bineye te3ben,l internet bel bineye ta3ban,الإنترنت بالبناية تعبان,the internet in the building is bad,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03299,master_signal_lexicon,l jiran 3am y3allu sawton,l jiran 3am y3allu sawton,الجيران عم يعلّوا صوتهن,the neighbors are raising their voices,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03300,master_signal_lexicon,l jiran 3m y3allu sawton,l jiran 3am y3allu sawton,الجيران عم يعلّوا صوتهن,the neighbors are raising their voices,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03301,master_signal_lexicon,l jiran 3am ya3mlo sawt,l jiran 3am ya3mlo sawt,الجيران عم يعملوا صوت,the neighbors are making noise,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03302,master_signal_lexicon,l jiran 3am ya3mlo sot,l jiran 3am ya3mlo sot,الجيران عم يعملوا صوت,the neighbors are making noise,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03303,master_signal_lexicon,l jiran 3am yse7bo 3afesh,l jiran 3am yse7bo 3afesh,الجيران عم يسحبوا عفش,the neighbors are dragging furniture,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03304,master_signal_lexicon,l jiran taybin,l jiran taybin,الجيران طيبين,the neighbors are nice,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03305,master_signal_lexicon,l jiran taybeen,l jiran taybin,الجيران طيبين,the neighbors are nice,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03306,master_signal_lexicon,l kahraba 3am tetkatti3,l kahraba 3am tetkatti3,الكهربا عم تقطّع,the electricity is cutting off,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03307,master_signal_lexicon,l kahraba 3m tetkatti3,l kahraba 3am tetkatti3,الكهربا عم تقطّع,the electricity is cutting off,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03308,master_signal_lexicon,l kahraba bil bineye rahit,l kahraba bel bineye ra7et,الكهربا بالبناية راحت,the electricity in the building went out,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03309,master_signal_lexicon,l lift ba3do 3atlan,l lift ba3do 3atlan,الليفت بعدو عطلان,the elevator is still broken,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03310,master_signal_lexicon,l elevator ba3do 3atlan,l lift ba3do 3atlan,الليفت بعدو عطلان,the elevator is still broken,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03311,master_signal_lexicon,l madkhal msakkar,l madkhal msakkar,المدخل مسكّر,the entrance is closed,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03312,master_signal_lexicon,l madkhal msakar,l madkhal msakkar,المدخل مسكّر,the entrance is closed,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03313,master_signal_lexicon,l may da3ife,l may da3ife,المي ضعيفة,the water pressure is weak,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03314,master_signal_lexicon,l may d3ife,l may da3ife,المي ضعيفة,the water pressure is weak,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03315,master_signal_lexicon,l may included,l may included,المي إنكلودد؟,is the water included?,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03316,master_signal_lexicon,l may ma 3am tosal 3al bineye,l may ma 3am tosal 3al bineye,المي ما عم توصل عالبناية,the water is not reaching the building,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03317,master_signal_lexicon,l may ma 3am tousal,l may ma 3am tousal,المي ما عم توصل,the water is not reaching,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03318,master_signal_lexicon,l may mesh 3am tousal,l may ma 3am tousal,المي ما عم توصل,the water is not reaching,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03319,master_signal_lexicon,l may skhane ma 3am tejje,l may skhane ma 3am tejje,المي السخنة ما عم تجي,the hot water is not coming,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03320,master_signal_lexicon,l parking included,l parking included,الباركينغ إنكلودد؟,is parking included?,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03321,master_signal_lexicon,l parking msakkar,l parking msakkar,الباركينغ مسكّر,the parking is closed,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03322,master_signal_lexicon,l barkin msakkar,l parking msakkar,الباركينغ مسكّر,the parking is closed,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03323,master_signal_lexicon,l parking taba3na wen,l parking taba3na wen,الباركينغ تبعنا وين؟,where is our parking,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03324,master_signal_lexicon,l maw2af taba3na wen,l parking taba3na wen,الباركينغ تبعنا وين؟,where is our parking,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03325,master_signal_lexicon,l tank taba3 l bineye fadi,l tank taba3 l bineye fadi,التانك تبع البناية فاضي,the building water tank is empty,building,classification_context_support,OTHER,,QUARANTINE_PRIVATE_FUEL,"fuel purchase/station phrase, not a CedarFix complaint by itself",Use only for fuel-sector hard negatives or future fuel-shortage scenarios after review.,
CFR-03326,master_signal_lexicon,l tenk taba3 el bineye fadi,l tank taba3 l bineye fadi,التانك تبع البناية فاضي,the building water tank is empty,building,classification_context_support,OTHER,,QUARANTINE_PRIVATE_FUEL,"fuel purchase/station phrase, not a CedarFix complaint by itself",Use only for fuel-sector hard negatives or future fuel-shortage scenarios after review.,
CFR-03327,master_signal_lexicon,ma 3ande maw2af,ma 3ande maw2af,ما عندي موقف,I do not have a parking spot,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03328,master_signal_lexicon,ma 3ande parking,ma 3ande maw2af,ما عندي موقف,I do not have a parking spot,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03329,master_signal_lexicon,ma fi parking ta7et,ma fi parking ta7et,ما في باركينغ تحت,there is no parking downstairs,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03330,master_signal_lexicon,ma fe parking ta7et,ma fi parking ta7et,ما في باركينغ تحت,there is no parking downstairs,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03331,master_signal_lexicon,ma3ak mafte7 l madkhal,ma3ak mafte7 l madkhal,معك مفتاح المدخل؟,do you have the entrance key?,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03332,master_signal_lexicon,ma3ak mefte7 el madkhal,ma3ak mafte7 l madkhal,معك مفتاح المدخل؟,do you have the entrance key?,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03333,master_signal_lexicon,momkin twatto l sawt shway,momkin twatto l sawt shway,ممكن توطّوا الصوت شوي؟,can you lower the noise a bit?,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03334,master_signal_lexicon,momken twatto el sot shway,momkin twatto l sawt shway,ممكن توطّوا الصوت شوي؟,can you lower the noise a bit?,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03335,master_signal_lexicon,wen l bineye,wen l bineye,وين البناية؟,where is the building,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03336,master_signal_lexicon,wein l bineye,wen l bineye,وين البناية؟,where is the building,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03337,master_signal_lexicon,wen madkhal l bineye,wen madkhal l bineye,وين مدخل البناية؟,where is the building entrance,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03338,master_signal_lexicon,wein madkhal l bineye,wen madkhal l bineye,وين مدخل البناية؟,where is the building entrance,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03339,master_signal_lexicon,wen mafati7 l bineye,wen mafati7 l bineye,وين مفاتيح البناية؟,where are the building keys?,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03340,master_signal_lexicon,wein mafetih el bineye,wen mafati7 l bineye,وين مفاتيح البناية؟,where are the building keys?,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03341,master_signal_lexicon,wen mafeti7 l bineye,wen mafeti7 l bineye,وين مفاتيح البناية؟,where are the building keys,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03342,master_signal_lexicon,wein mafeti7 l bineye,wen mafeti7 l bineye,وين مفاتيح البناية؟,where are the building keys,building,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03343,master_signal_lexicon,fiyye edfa3 shaher bi shaher,fiyye edfa3 shaher bi shaher,فيي إدفع شهر بشهر؟,can I pay month by month?,rent,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03344,master_signal_lexicon,fiyye edfa3 shahir bi shahir,fiyye edfa3 shaher bi shaher,فيي إدفع شهر بشهر؟,can I pay month by month?,rent,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03345,master_signal_lexicon,b3atlak screenshot,b3atlak screenshot,بعتلك سكرينشوت,I will send you a screenshot,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03346,master_signal_lexicon,ba3atlak screenshot,b3atlak screenshot,بعتلك سكرينشوت,I will send you a screenshot,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03347,master_signal_lexicon,sawwe screenshot,sawwe screenshot,سوّي سكرينشوت,take a screenshot,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03348,master_signal_lexicon,sawe screenshot,sawwe screenshot,سوّي سكرينشوت,take a screenshot,phone_internet,classification_context_support,OTHER,,REVIEW_CONTEXT_ONLY,"sector hint exists but no issue; useful for understanding, unsafe for generation",Map to a scenario/issue before generation.,
CFR-03349,master_signal_lexicon,ma 3am yefta7 l file,ma 3am yefta7 l file,ما عم يفتح الفايل,the file is not opening,phone_internet,classification_context_support,OTHER,,QUARANTINE_PRIVATE_DIGITAL,private digital/account/app language; usually not municipal infrastructure,Use only as OTHER hard-negative or official-channel HITL after review.,
CFR-03350,master_signal_lexicon,ma aam yefta7 l file,ma 3am yefta7 l file,ما عم يفتح الفايل,the file is not opening,phone_internet,classification_context_support,OTHER,,QUARANTINE_PRIVATE_DIGITAL,private digital/account/app language; usually not municipal infrastructure,Use only as OTHER hard-negative or official-channel HITL after review.,
CFR-03351,master_signal_lexicon,l file wsel,l file wsel,الفايل وصل,the file arrived,phone_internet,classification_context_support,OTHER,,QUARANTINE_PRIVATE_DIGITAL,private digital/account/app language; usually not municipal infrastructure,Use only as OTHER hard-negative or official-channel HITL after review.,
CFR-03352,master_signal_lexicon,el file wsel,l file wsel,الفايل وصل,the file arrived,phone_internet,classification_context_support,OTHER,,QUARANTINE_PRIVATE_DIGITAL,private digital/account/app language; usually not municipal infrastructure,Use only as OTHER hard-negative or official-channel HITL after review.,
CFR-03353,master_signal_lexicon,l file ma wsel,l file ma wsel,الفايل ما وصل,the file did not arrive,phone_internet,classification_context_support,OTHER,,QUARANTINE_PRIVATE_DIGITAL,private digital/account/app language; usually not municipal infrastructure,Use only as OTHER hard-negative or official-channel HITL after review.,
CFR-03354,master_signal_lexicon,el file ma wsel,l file ma wsel,الفايل ما وصل,the file did not arrive,phone_internet,classification_context_support,OTHER,,QUARANTINE_PRIVATE_DIGITAL,private digital/account/app language; usually not municipal infrastructure,Use only as OTHER hard-negative or official-channel HITL after review.,
CFR-03355,master_signal_lexicon,ba3at l file,ba3at l file,بعت الفايل,send the file,phone_internet,classification_context_support,OTHER,,QUARANTINE_PRIVATE_DIGITAL,private digital/account/app language; usually not municipal infrastructure,Use only as OTHER hard-negative or official-channel HITL after review.,
CFR-03356,master_signal_lexicon,b3at l file,ba3at l file,بعت الفايل,send the file,phone_internet,classification_context_support,OTHER,,QUARANTINE_PRIVATE_DIGITAL,private digital/account/app language; usually not municipal infrastructure,Use only as OTHER hard-negative or official-channel HITL after review.,
CFR-03357,master_signal_lexicon,ma 3am yefta7 l app,ma 3am yefta7 l app,ما عم يفتح الآب,the app is not opening,phone_internet,classification_context_support,OTHER,,QUARANTINE_PRIVATE_DIGITAL,private digital/account/app language; usually not municipal infrastructure,Use only as OTHER hard-negative or official-channel HITL after review.,
CFR-03358,master_signal_lexicon,ma aam yefta7 l app,ma 3am yefta7 l app,ما عم يفتح الأب,the app is not opening,phone_internet,classification_context_support,OTHER,,QUARANTINE_PRIVATE_DIGITAL,private digital/account/app language; usually not municipal infrastructure,Use only as OTHER hard-negative or official-channel HITL after review.,
CFR-03359,master_signal_lexicon,l app 3am y3alle2,l app 3am y3alle2,الآب عم يعلّق,the app is lagging,phone_internet,classification_context_support,OTHER,,QUARANTINE_PRIVATE_DIGITAL,private digital/account/app language; usually not municipal infrastructure,Use only as OTHER hard-negative or official-channel HITL after review.,
