source_id,title,publisher,source_type,url,reliability_tier,primary_use,notes,scheme_note
SRC-LORIENT-BMLWE-CUTOFF-2023,L'Orient Today running water cut off in Beirut and Mount Lebanon,L'Orient Today,media_report,https://today.lorientlejour.com/article/1323720/running-water-cut-off-from-beirut-and-mount-lebanon.html,T2_media,Report on BMLWE-area water cutoffs affecting Metn Tallet el-Khayat Bourj Abi Haidar and Bourj Hammoud due to electricity and pumping-station issues.,Use as real-life power-linked public water outage pattern evidence.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-LORIENT-SLWE-SOUR-RESUMES-2024,L'Orient Today water supply to Sour resumes after repairs,L'Orient Today,media_report,https://today.lorientlejour.com/article/1439699/water-supply-to-sour-resumes-announces-south-lebanon-water-establishment.html,T2_media,Report on SLWE maintenance restoring Sour-area supply after Bass station damage and emergency repairs following cease-fire.,Use as real-life conflict-damage outage and restoration pattern evidence.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-LORIENT-TRIPOLI-CHOLERA-2022,L'Orient Today cholera detected in Tripoli water sources and NLWE denial,L'Orient Today,media_report,https://today.lorientlejour.com/article/1315491/cholera-detected-in-several-public-water-sources-in-tripoli.html,T2_media,Report on cholera traces in Bab al-Tabbaneh sources where NLWE said the contaminated source was a private well and not NLWE public network.,Use as real-life private-well versus public-network and public-health HITL boundary evidence.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-THISISBEIRUT-WATER-SHORTAGES-2025,This Is Beirut water shortages plague Beirut as low rainfall compounds woes,This Is Beirut / AFP,media_report,https://thisisbeirut.com.lb/articles/1322989/water-shortages-plague-beirut-as-low-rainfall-compounds-woes,T2_media,Report on Beirut water shortage tanker costs early rationing dry wells salty/discolored water and BMLWE comments on reduced supply.,Use as real-life tanker dirty-water and drought-related outage pattern evidence.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-IMLEBANON-SLWE-TYRE-CUTOFF-2024,IMLebanon South Lebanon Water Establishment explanation for Tyre water cutoffs,IMLebanon,media_report,https://www.imlebanon.org/2024/07/02/south-lebanon-water-establishment-18/,T2_media,Arabic report quoting SLWE that repeated Tyre water cutoffs were due to public electricity interruption rather than station defects.,Use as real-life Tyre power-linked outage pattern evidence.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-SLWE-SUBSCRIPTION-DRINKING-WATER,South Lebanon Water Establishment drinking-water subscription requirements,South Lebanon Water Establishment,official_guideline,https://www.slwe.gov.lb/details.php?id=11&key=%D8%B7%D9%84%D8%A8-%D8%A7%D8%B4%D8%AA%D8%B1%D8%A7%D9%83-%D8%A8%D9%85%D9%8A%D8%A7%D9%87-%D8%A7%D9%84%D8%B4%D9%81%D8%A9&lang=ar,T0_official,Official SLWE page listing required documents for drinking-water subscription cases.,Use for SLWE subscription required documents by property status.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-SLWE-CANCEL-SUBSCRIPTION,South Lebanon Water Establishment subscription cancellation requirements,South Lebanon Water Establishment,official_guideline,https://www.slwe.gov.lb/details.php?id=12&key=%D8%B7%D9%84%D8%A8-%D8%A7%D9%84%D8%BA%D8%A7-%D8%A7%D9%84%D8%A7%D8%B4%D8%AA%D8%B1%D8%A7%D9%83&lang=ar,T0_official,Official SLWE page listing required documents for subscription cancellation.,Use for SLWE cancellation required documents.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-SLWE-TRANSFER-SUBSCRIPTION,South Lebanon Water Establishment transfer from name to name requirements,South Lebanon Water Establishment,official_guideline,https://www.slwe.gov.lb/details.php?id=13&key=%D8%B7%D9%84%D8%A8-%D9%86%D9%82%D9%84-%D9%85%D9%86-%D8%A7%D8%B3%D9%85-%D8%A7%D9%84%D9%89-%D8%A7%D8%B3%D9%85&lang=ar,T0_official,Official SLWE page listing required documents for transfer from one name to another.,Use for SLWE transfer required documents.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-SLWE-WATER-QUANTITY-ADJUSTMENT,South Lebanon Water Establishment water-quantity adjustment requirements,South Lebanon Water Establishment,official_guideline,https://www.slwe.gov.lb/details.php?id=14&key=%D8%B7%D9%84%D8%A8-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%83%D9%85%D9%8A%D8%A9-%D8%A7%D9%84%D9%85%D9%8A%D8%A7%D9%87&lang=ar,T0_official,Official SLWE page listing required documents for water quantity adjustment.,Use for SLWE quantity adjustment required documents.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-SLWE-ARREARS-INSTALLMENT,South Lebanon Water Establishment arrears installment requirements,South Lebanon Water Establishment,official_guideline,https://www.slwe.gov.lb/details.php?id=15&key=%D8%B7%D9%84%D8%A8-%D8%AA%D9%82%D8%B3%D9%8A%D8%B7-%D8%A7%D9%84%D9%85%D8%AA%D8%A3%D8%AE%D8%B1%D8%A7%D8%AA&lang=ar,T0_official,Official SLWE page listing required documents for arrears installment requests.,Use for SLWE arrears installment required documents.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
