term_id,canonical_arabizi,variants,arabic_lebanese,english_meaning,language_role,sector_hint,issue_hint,asset_type,source,confidence,complaint_use,context_required,negative_constraints,example_contexts,review_status
CFL-02288,mobile,mobile,,,asset,OTHER,private_chat_group,group; whatsapp; message; mobile,scenario_inventory,curated,generation_component,FALSE,route to TELECOM/MUNICIPAL_SERVICES without official complaint context,ma 7ada radd 3al group; ba3atet 3al whatsapp w ma jawabo; message l group ma byeb3at,hard_negative
CFL-02289,whatsapp,whatsapp,,,asset,OTHER,private_chat_group,group; whatsapp; message; mobile,scenario_inventory,curated,generation_component,FALSE,route to TELECOM/MUNICIPAL_SERVICES without official complaint context,ma 7ada radd 3al group; ba3atet 3al whatsapp w ma jawabo; message l group ma byeb3at,hard_negative
CFL-02290,citizen-observed failure,citizen-observed failure,,,cause,OTHER,private_chat_group,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM/MUNICIPAL_SERVICES without official complaint context,ma 7ada radd 3al group; ba3atet 3al whatsapp w ma jawabo; message l group ma byeb3at,hard_negative
CFL-02291,unknown,unknown,,,cause,OTHER,private_chat_group,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM/MUNICIPAL_SERVICES without official complaint context,ma 7ada radd 3al group; ba3atet 3al whatsapp w ma jawabo; message l group ma byeb3at,hard_negative
CFL-02292,ma 7ada radd,ma 7ada radd,,,failure_mode,OTHER,private_chat_group,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM/MUNICIPAL_SERVICES without official complaint context,ma 7ada radd 3al group; ba3atet 3al whatsapp w ma jawabo; message l group ma byeb3at,hard_negative
CFL-02293,private chat,private chat,,,failure_mode,OTHER,private_chat_group,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM/MUNICIPAL_SERVICES without official complaint context,ma 7ada radd 3al group; ba3atet 3al whatsapp w ma jawabo; message l group ma byeb3at,hard_negative
CFL-02294,route to TELECOM/MUNICIPAL_SERVICES without official complaint context,route to TELECOM/MUNICIPAL_SERVICES without official complaint context,,,forbidden_combination,OTHER,private_chat_group,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM/MUNICIPAL_SERVICES without official complaint context,ma 7ada radd 3al group; ba3atet 3al whatsapp w ma jawabo; message l group ma byeb3at,hard_negative
CFL-02295,group,group,,,hard_negative_near_miss,OTHER,private_chat_group,,scenario_inventory,curated,generation_component,TRUE,route to TELECOM/MUNICIPAL_SERVICES without official complaint context,ma 7ada radd 3al group; ba3atet 3al whatsapp w ma jawabo; message l group ma byeb3at,hard_negative
CFL-02296,private chat,private chat,,,hard_negative_near_miss,OTHER,private_chat_group,,scenario_inventory,curated,generation_component,TRUE,route to TELECOM/MUNICIPAL_SERVICES without official complaint context,ma 7ada radd 3al group; ba3atet 3al whatsapp w ma jawabo; message l group ma byeb3at,hard_negative
CFL-02297,whatsapp,whatsapp,,,hard_negative_near_miss,OTHER,private_chat_group,,scenario_inventory,curated,generation_component,TRUE,route to TELECOM/MUNICIPAL_SERVICES without official complaint context,ma 7ada radd 3al group; ba3atet 3al whatsapp w ma jawabo; message l group ma byeb3at,hard_negative
CFL-02298,agency/jurisdiction unclear,agency/jurisdiction unclear,,,hitl_trigger,OTHER,private_chat_group,,scenario_inventory,curated,generation_component,TRUE,route to TELECOM/MUNICIPAL_SERVICES without official complaint context,ma 7ada radd 3al group; ba3atet 3al whatsapp w ma jawabo; message l group ma byeb3at,hard_negative
CFL-02299,public vs private boundary,public vs private boundary,,,hitl_trigger,OTHER,private_chat_group,,scenario_inventory,curated,generation_component,TRUE,route to TELECOM/MUNICIPAL_SERVICES without official complaint context,ma 7ada radd 3al group; ba3atet 3al whatsapp w ma jawabo; message l group ma byeb3at,hard_negative
CFL-02300,not municipal unless official channel,not municipal unless official channel,,,impact,OTHER,private_chat_group,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM/MUNICIPAL_SERVICES without official complaint context,ma 7ada radd 3al group; ba3atet 3al whatsapp w ma jawabo; message l group ma byeb3at,hard_negative
CFL-02301,3al group,3al group,,,location_pattern,OTHER,private_chat_group,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM/MUNICIPAL_SERVICES without official complaint context,ma 7ada radd 3al group; ba3atet 3al whatsapp w ma jawabo; message l group ma byeb3at,hard_negative
CFL-02302,3al whatsapp,3al whatsapp,,,location_pattern,OTHER,private_chat_group,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM/MUNICIPAL_SERVICES without official complaint context,ma 7ada radd 3al group; ba3atet 3al whatsapp w ma jawabo; message l group ma byeb3at,hard_negative
CFL-02303,GPS,GPS,,,required_evidence,OTHER,private_chat_group,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM/MUNICIPAL_SERVICES without official complaint context,ma 7ada radd 3al group; ba3atet 3al whatsapp w ma jawabo; message l group ma byeb3at,hard_negative
CFL-02304,image,image,,,required_evidence,OTHER,private_chat_group,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM/MUNICIPAL_SERVICES without official complaint context,ma 7ada radd 3al group; ba3atet 3al whatsapp w ma jawabo; message l group ma byeb3at,hard_negative
CFL-02305,time observed,time observed,,,required_evidence,OTHER,private_chat_group,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM/MUNICIPAL_SERVICES without official complaint context,ma 7ada radd 3al group; ba3atet 3al whatsapp w ma jawabo; message l group ma byeb3at,hard_negative
CFL-02306,public agency depends on asset and location,public agency depends on asset and location,,,responsible_party_hint,OTHER,private_chat_group,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM/MUNICIPAL_SERVICES without official complaint context,ma 7ada radd 3al group; ba3atet 3al whatsapp w ma jawabo; message l group ma byeb3at,hard_negative
CFL-02307,private communication,private communication,,,state,OTHER,private_chat_group,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM/MUNICIPAL_SERVICES without official complaint context,ma 7ada radd 3al group; ba3atet 3al whatsapp w ma jawabo; message l group ma byeb3at,hard_negative
CFL-02308,kel yom,kel yom,,,time_expression,OTHER,private_chat_group,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM/MUNICIPAL_SERVICES without official complaint context,ma 7ada radd 3al group; ba3atet 3al whatsapp w ma jawabo; message l group ma byeb3at,hard_negative
CFL-02309,men embare7,men embare7,,,time_expression,OTHER,private_chat_group,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM/MUNICIPAL_SERVICES without official complaint context,ma 7ada radd 3al group; ba3atet 3al whatsapp w ma jawabo; message l group ma byeb3at,hard_negative
CFL-02310,men tlet iyem,men tlet iyem,,,time_expression,OTHER,private_chat_group,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM/MUNICIPAL_SERVICES without official complaint context,ma 7ada radd 3al group; ba3atet 3al whatsapp w ma jawabo; message l group ma byeb3at,hard_negative
CFL-02311,3ajil,3ajil,,,urgency_expression,OTHER,private_chat_group,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM/MUNICIPAL_SERVICES without official complaint context,ma 7ada radd 3al group; ba3atet 3al whatsapp w ma jawabo; message l group ma byeb3at,hard_negative
CFL-02312,khatir,khatir,,,urgency_expression,OTHER,private_chat_group,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM/MUNICIPAL_SERVICES without official complaint context,ma 7ada radd 3al group; ba3atet 3al whatsapp w ma jawabo; message l group ma byeb3at,hard_negative
CFL-02313,ma byin7amal,ma byin7amal,,,urgency_expression,OTHER,private_chat_group,,scenario_inventory,curated,generation_component,FALSE,route to TELECOM/MUNICIPAL_SERVICES without official complaint context,ma 7ada radd 3al group; ba3atet 3al whatsapp w ma jawabo; message l group ma byeb3at,hard_negative
CFL-02314,UNKNOWN,UNKNOWN,,,agency_hint,OTHER,private_generator_bill,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,bill l moteur ghalat; ishtirak l moteur ghele; owner l moteur ma radd 3layna,hard_negative
CFL-02315,bill,bill,,,asset,OTHER,private_generator_bill,moteur; ishtirak; bill,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,bill l moteur ghalat; ishtirak l moteur ghele; owner l moteur ma radd 3layna,hard_negative
CFL-02316,ishtirak,ishtirak,,,asset,OTHER,private_generator_bill,moteur; ishtirak; bill,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,bill l moteur ghalat; ishtirak l moteur ghele; owner l moteur ma radd 3layna,hard_negative
CFL-02317,moteur,moteur,,,asset,OTHER,private_generator_bill,moteur; ishtirak; bill,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,bill l moteur ghalat; ishtirak l moteur ghele; owner l moteur ma radd 3layna,hard_negative
CFL-02318,citizen-observed failure,citizen-observed failure,,,cause,OTHER,private_generator_bill,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,bill l moteur ghalat; ishtirak l moteur ghele; owner l moteur ma radd 3layna,hard_negative
CFL-02319,unknown,unknown,,,cause,OTHER,private_generator_bill,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,bill l moteur ghalat; ishtirak l moteur ghele; owner l moteur ma radd 3layna,hard_negative
CFL-02320,bill ghalat,bill ghalat,,,failure_mode,OTHER,private_generator_bill,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,bill l moteur ghalat; ishtirak l moteur ghele; owner l moteur ma radd 3layna,hard_negative
CFL-02321,ghele,ghele,,,failure_mode,OTHER,private_generator_bill,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,bill l moteur ghalat; ishtirak l moteur ghele; owner l moteur ma radd 3layna,hard_negative
CFL-02322,private,private,,,failure_mode,OTHER,private_generator_bill,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,bill l moteur ghalat; ishtirak l moteur ghele; owner l moteur ma radd 3layna,hard_negative
CFL-02323,private-only issue without public asset,private-only issue without public asset,,,forbidden_combination,OTHER,private_generator_bill,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,bill l moteur ghalat; ishtirak l moteur ghele; owner l moteur ma radd 3layna,hard_negative
CFL-02324,unrelated app/file/password context,unrelated app/file/password context,,,forbidden_combination,OTHER,private_generator_bill,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,bill l moteur ghalat; ishtirak l moteur ghele; owner l moteur ma radd 3layna,hard_negative
CFL-02325,subscription dispute,subscription dispute,,,hard_negative_near_miss,OTHER,private_generator_bill,,scenario_inventory,curated,generation_component,TRUE,private-only issue without public asset; unrelated app/file/password context,bill l moteur ghalat; ishtirak l moteur ghele; owner l moteur ma radd 3layna,hard_negative
CFL-02326,private generator vs EDL outage,private generator vs EDL outage,,,hitl_trigger,OTHER,private_generator_bill,,scenario_inventory,curated,generation_component,TRUE,private-only issue without public asset; unrelated app/file/password context,bill l moteur ghalat; ishtirak l moteur ghele; owner l moteur ma radd 3layna,hard_negative
CFL-02327,not EDL unless public grid issue,not EDL unless public grid issue,,,impact,OTHER,private_generator_bill,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,bill l moteur ghalat; ishtirak l moteur ghele; owner l moteur ma radd 3layna,hard_negative
CFL-02328,3and l moteur,3and l moteur,,,location_pattern,OTHER,private_generator_bill,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,bill l moteur ghalat; ishtirak l moteur ghele; owner l moteur ma radd 3layna,hard_negative
CFL-02329,bel 7ay,bel 7ay,,,location_pattern,OTHER,private_generator_bill,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,bill l moteur ghalat; ishtirak l moteur ghele; owner l moteur ma radd 3layna,hard_negative
CFL-02330,GPS,GPS,,,required_evidence,OTHER,private_generator_bill,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,bill l moteur ghalat; ishtirak l moteur ghele; owner l moteur ma radd 3layna,hard_negative
CFL-02331,image,image,,,required_evidence,OTHER,private_generator_bill,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,bill l moteur ghalat; ishtirak l moteur ghele; owner l moteur ma radd 3layna,hard_negative
CFL-02332,time observed,time observed,,,required_evidence,OTHER,private_generator_bill,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,bill l moteur ghalat; ishtirak l moteur ghele; owner l moteur ma radd 3layna,hard_negative
CFL-02333,public agency depends on asset and location,public agency depends on asset and location,,,responsible_party_hint,OTHER,private_generator_bill,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,bill l moteur ghalat; ishtirak l moteur ghele; owner l moteur ma radd 3layna,hard_negative
CFL-02334,private provider dispute,private provider dispute,,,state,OTHER,private_generator_bill,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,bill l moteur ghalat; ishtirak l moteur ghele; owner l moteur ma radd 3layna,hard_negative
CFL-02335,kel yom,kel yom,,,time_expression,OTHER,private_generator_bill,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,bill l moteur ghalat; ishtirak l moteur ghele; owner l moteur ma radd 3layna,hard_negative
CFL-02336,men embare7,men embare7,,,time_expression,OTHER,private_generator_bill,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,bill l moteur ghalat; ishtirak l moteur ghele; owner l moteur ma radd 3layna,hard_negative
CFL-02337,men tlet iyem,men tlet iyem,,,time_expression,OTHER,private_generator_bill,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,bill l moteur ghalat; ishtirak l moteur ghele; owner l moteur ma radd 3layna,hard_negative
CFL-02338,3ajil,3ajil,,,urgency_expression,OTHER,private_generator_bill,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,bill l moteur ghalat; ishtirak l moteur ghele; owner l moteur ma radd 3layna,hard_negative
CFL-02339,khatir,khatir,,,urgency_expression,OTHER,private_generator_bill,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,bill l moteur ghalat; ishtirak l moteur ghele; owner l moteur ma radd 3layna,hard_negative
CFL-02340,ma byin7amal,ma byin7amal,,,urgency_expression,OTHER,private_generator_bill,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,bill l moteur ghalat; ishtirak l moteur ghele; owner l moteur ma radd 3layna,hard_negative
CFL-02341,ISF,ISF,,,agency_hint,OTHER,private_parking_dispute,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,jare akhad mahal parking taba3e; parking l bineye private; ma la2et ma7al saff bel mall,hard_negative
CFL-02342,UNKNOWN,UNKNOWN,,,agency_hint,OTHER,private_parking_dispute,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,jare akhad mahal parking taba3e; parking l bineye private; ma la2et ma7al saff bel mall,hard_negative
CFL-02343,mahal saff,mahal saff,,,asset,OTHER,private_parking_dispute,parking; mahal saff; neighbor,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,jare akhad mahal parking taba3e; parking l bineye private; ma la2et ma7al saff bel mall,hard_negative
CFL-02344,neighbor,neighbor,,,asset,OTHER,private_parking_dispute,parking; mahal saff; neighbor,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,jare akhad mahal parking taba3e; parking l bineye private; ma la2et ma7al saff bel mall,hard_negative
CFL-02345,parking,parking,,,asset,OTHER,private_parking_dispute,parking; mahal saff; neighbor,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,jare akhad mahal parking taba3e; parking l bineye private; ma la2et ma7al saff bel mall,hard_negative
CFL-02346,citizen-observed failure,citizen-observed failure,,,cause,OTHER,private_parking_dispute,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,jare akhad mahal parking taba3e; parking l bineye private; ma la2et ma7al saff bel mall,hard_negative
CFL-02347,unknown,unknown,,,cause,OTHER,private_parking_dispute,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,jare akhad mahal parking taba3e; parking l bineye private; ma la2et ma7al saff bel mall,hard_negative
CFL-02348,akhad ma7alle,akhad ma7alle,,,failure_mode,OTHER,private_parking_dispute,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,jare akhad mahal parking taba3e; parking l bineye private; ma la2et ma7al saff bel mall,hard_negative
CFL-02349,dispute,dispute,,,failure_mode,OTHER,private_parking_dispute,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,jare akhad mahal parking taba3e; parking l bineye private; ma la2et ma7al saff bel mall,hard_negative
CFL-02350,private,private,,,failure_mode,OTHER,private_parking_dispute,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,jare akhad mahal parking taba3e; parking l bineye private; ma la2et ma7al saff bel mall,hard_negative
CFL-02351,private-only issue without public asset,private-only issue without public asset,,,forbidden_combination,OTHER,private_parking_dispute,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,jare akhad mahal parking taba3e; parking l bineye private; ma la2et ma7al saff bel mall,hard_negative
CFL-02352,unrelated app/file/password context,unrelated app/file/password context,,,forbidden_combination,OTHER,private_parking_dispute,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,jare akhad mahal parking taba3e; parking l bineye private; ma la2et ma7al saff bel mall,hard_negative
CFL-02353,mall parking,mall parking,,,hard_negative_near_miss,OTHER,private_parking_dispute,,scenario_inventory,curated,generation_component,TRUE,private-only issue without public asset; unrelated app/file/password context,jare akhad mahal parking taba3e; parking l bineye private; ma la2et ma7al saff bel mall,hard_negative
CFL-02354,private parking spot,private parking spot,,,hard_negative_near_miss,OTHER,private_parking_dispute,,scenario_inventory,curated,generation_component,TRUE,private-only issue without public asset; unrelated app/file/password context,jare akhad mahal parking taba3e; parking l bineye private; ma la2et ma7al saff bel mall,hard_negative
CFL-02355,private dispute vs public obstruction,private dispute vs public obstruction,,,hitl_trigger,OTHER,private_parking_dispute,,scenario_inventory,curated,generation_component,TRUE,private-only issue without public asset; unrelated app/file/password context,jare akhad mahal parking taba3e; parking l bineye private; ma la2et ma7al saff bel mall,hard_negative
CFL-02356,not municipal unless public access blocked,not municipal unless public access blocked,,,impact,OTHER,private_parking_dispute,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,jare akhad mahal parking taba3e; parking l bineye private; ma la2et ma7al saff bel mall,hard_negative
CFL-02357,bel bineye,bel bineye,,,location_pattern,OTHER,private_parking_dispute,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,jare akhad mahal parking taba3e; parking l bineye private; ma la2et ma7al saff bel mall,hard_negative
CFL-02358,parking l beit,parking l beit,,,location_pattern,OTHER,private_parking_dispute,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,jare akhad mahal parking taba3e; parking l bineye private; ma la2et ma7al saff bel mall,hard_negative
CFL-02359,GPS,GPS,,,required_evidence,OTHER,private_parking_dispute,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,jare akhad mahal parking taba3e; parking l bineye private; ma la2et ma7al saff bel mall,hard_negative
CFL-02360,image,image,,,required_evidence,OTHER,private_parking_dispute,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,jare akhad mahal parking taba3e; parking l bineye private; ma la2et ma7al saff bel mall,hard_negative
CFL-02361,time observed,time observed,,,required_evidence,OTHER,private_parking_dispute,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,jare akhad mahal parking taba3e; parking l bineye private; ma la2et ma7al saff bel mall,hard_negative
CFL-02362,public agency depends on asset and location,public agency depends on asset and location,,,responsible_party_hint,OTHER,private_parking_dispute,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,jare akhad mahal parking taba3e; parking l bineye private; ma la2et ma7al saff bel mall,hard_negative
CFL-02363,neighbor/private property,neighbor/private property,,,state,OTHER,private_parking_dispute,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,jare akhad mahal parking taba3e; parking l bineye private; ma la2et ma7al saff bel mall,hard_negative
CFL-02364,kel yom,kel yom,,,time_expression,OTHER,private_parking_dispute,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,jare akhad mahal parking taba3e; parking l bineye private; ma la2et ma7al saff bel mall,hard_negative
CFL-02365,men embare7,men embare7,,,time_expression,OTHER,private_parking_dispute,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,jare akhad mahal parking taba3e; parking l bineye private; ma la2et ma7al saff bel mall,hard_negative
CFL-02366,men tlet iyem,men tlet iyem,,,time_expression,OTHER,private_parking_dispute,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,jare akhad mahal parking taba3e; parking l bineye private; ma la2et ma7al saff bel mall,hard_negative
CFL-02367,3ajil,3ajil,,,urgency_expression,OTHER,private_parking_dispute,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,jare akhad mahal parking taba3e; parking l bineye private; ma la2et ma7al saff bel mall,hard_negative
CFL-02368,khatir,khatir,,,urgency_expression,OTHER,private_parking_dispute,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,jare akhad mahal parking taba3e; parking l bineye private; ma la2et ma7al saff bel mall,hard_negative
CFL-02369,ma byin7amal,ma byin7amal,,,urgency_expression,OTHER,private_parking_dispute,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,jare akhad mahal parking taba3e; parking l bineye private; ma la2et ma7al saff bel mall,hard_negative
CFL-02370,UNKNOWN,UNKNOWN,,,agency_hint,OTHER,private_plumbing_inside_home,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,sink taba3 l bayt msakkar; toilet l she2a 3am ysarrib; masoura jouwa l bayt kharbene,hard_negative
CFL-02371,bathroom,bathroom,,,asset,OTHER,private_plumbing_inside_home,sink; toilet; pipe; bathroom,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,sink taba3 l bayt msakkar; toilet l she2a 3am ysarrib; masoura jouwa l bayt kharbene,hard_negative
CFL-02372,pipe,pipe,,,asset,OTHER,private_plumbing_inside_home,sink; toilet; pipe; bathroom,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,sink taba3 l bayt msakkar; toilet l she2a 3am ysarrib; masoura jouwa l bayt kharbene,hard_negative
CFL-02373,sink,sink,,,asset,OTHER,private_plumbing_inside_home,sink; toilet; pipe; bathroom,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,sink taba3 l bayt msakkar; toilet l she2a 3am ysarrib; masoura jouwa l bayt kharbene,hard_negative
CFL-02374,toilet,toilet,,,asset,OTHER,private_plumbing_inside_home,sink; toilet; pipe; bathroom,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,sink taba3 l bayt msakkar; toilet l she2a 3am ysarrib; masoura jouwa l bayt kharbene,hard_negative
CFL-02375,citizen-observed failure,citizen-observed failure,,,cause,OTHER,private_plumbing_inside_home,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,sink taba3 l bayt msakkar; toilet l she2a 3am ysarrib; masoura jouwa l bayt kharbene,hard_negative
CFL-02376,unknown,unknown,,,cause,OTHER,private_plumbing_inside_home,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,sink taba3 l bayt msakkar; toilet l she2a 3am ysarrib; masoura jouwa l bayt kharbene,hard_negative
CFL-02377,msakkar,msakkar,,,failure_mode,OTHER,private_plumbing_inside_home,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,sink taba3 l bayt msakkar; toilet l she2a 3am ysarrib; masoura jouwa l bayt kharbene,hard_negative
CFL-02378,private,private,,,failure_mode,OTHER,private_plumbing_inside_home,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,sink taba3 l bayt msakkar; toilet l she2a 3am ysarrib; masoura jouwa l bayt kharbene,hard_negative
CFL-02379,ysarrib,ysarrib,,,failure_mode,OTHER,private_plumbing_inside_home,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,sink taba3 l bayt msakkar; toilet l she2a 3am ysarrib; masoura jouwa l bayt kharbene,hard_negative
CFL-02380,private-only issue without public asset,private-only issue without public asset,,,forbidden_combination,OTHER,private_plumbing_inside_home,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,sink taba3 l bayt msakkar; toilet l she2a 3am ysarrib; masoura jouwa l bayt kharbene,hard_negative
CFL-02381,unrelated app/file/password context,unrelated app/file/password context,,,forbidden_combination,OTHER,private_plumbing_inside_home,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,sink taba3 l bayt msakkar; toilet l she2a 3am ysarrib; masoura jouwa l bayt kharbene,hard_negative
CFL-02382,inside home only,inside home only,,,hard_negative_near_miss,OTHER,private_plumbing_inside_home,,scenario_inventory,curated,generation_component,TRUE,private-only issue without public asset; unrelated app/file/password context,sink taba3 l bayt msakkar; toilet l she2a 3am ysarrib; masoura jouwa l bayt kharbene,hard_negative
CFL-02383,private plumbing vs public sewage/water,private plumbing vs public sewage/water,,,hitl_trigger,OTHER,private_plumbing_inside_home,,scenario_inventory,curated,generation_component,TRUE,private-only issue without public asset; unrelated app/file/password context,sink taba3 l bayt msakkar; toilet l she2a 3am ysarrib; masoura jouwa l bayt kharbene,hard_negative
CFL-02384,not public network unless sewage/public pipe evidence,not public network unless sewage/public pipe evidence,,,impact,OTHER,private_plumbing_inside_home,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,sink taba3 l bayt msakkar; toilet l she2a 3am ysarrib; masoura jouwa l bayt kharbene,hard_negative
CFL-02385,bel 7ammem,bel 7ammem,,,location_pattern,OTHER,private_plumbing_inside_home,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,sink taba3 l bayt msakkar; toilet l she2a 3am ysarrib; masoura jouwa l bayt kharbene,hard_negative
CFL-02386,bel bayt,bel bayt,,,location_pattern,OTHER,private_plumbing_inside_home,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,sink taba3 l bayt msakkar; toilet l she2a 3am ysarrib; masoura jouwa l bayt kharbene,hard_negative
CFL-02387,GPS,GPS,,,required_evidence,OTHER,private_plumbing_inside_home,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,sink taba3 l bayt msakkar; toilet l she2a 3am ysarrib; masoura jouwa l bayt kharbene,hard_negative
CFL-02388,image,image,,,required_evidence,OTHER,private_plumbing_inside_home,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,sink taba3 l bayt msakkar; toilet l she2a 3am ysarrib; masoura jouwa l bayt kharbene,hard_negative
