﻿variant_id,candidate_id,variant,normalized_variant,arabic_normalization,sector,issue_type,category,tier,trust_status,review_priority,reason,review_status,reviewer_id,decision,second_reviewer_required,production_use_now
BFL-CAND-0001-V01,BFL-CAND-0001,7ofra,7ofra,حفرة,ROADS,POTHOLE,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0094-V01,BFL-CAND-0094,yi2ta3 l may,yi2ta3 l may,يقطع المياه,WATER,WATER_CUT,verb,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0094-V02,BFL-CAND-0094,yi2te3,yi2te3,يقطع المياه,WATER,WATER_CUT,verb,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0094-V04,BFL-CAND-0094,yi2ta3 3an l 7ayye,yi2ta3 3an l 7ayye,يقطع المياه,WATER,WATER_CUT,verb,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0095-V01,BFL-CAND-0095,ylayyit,ylayyit,يلوث,WATER,DIRTY_WATER,verb,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0095-V02,BFL-CAND-0095,ylayyot,ylayyot,يلوث,WATER,DIRTY_WATER,verb,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0095-V03,BFL-CAND-0095,3am ylayyit,3am ylayyit,يلوث,WATER,DIRTY_WATER,verb,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0095-V05,BFL-CAND-0095,3am ylayyotu,3am ylayyotu,يلوث,WATER,DIRTY_WATER,verb,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0131-V01,BFL-CAND-0131,kuumet zbele,kuumet zbele,كومة نفايات,WASTE,ILLEGAL_DUMP,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0131-V02,BFL-CAND-0131,kuumet nfayat,kuumet nfayat,كومة نفايات,WASTE,ILLEGAL_DUMP,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0132-V01,BFL-CAND-0132,masabb,masabb,مكب نفايات,WASTE,ILLEGAL_DUMP,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0132-V03,BFL-CAND-0132,masab nfayat,masab nfayat,مكب نفايات,WASTE,ILLEGAL_DUMP,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0133-V01,BFL-CAND-0133,nkesh,nkesh,إنكاش / حطام,WASTE,ILLEGAL_DUMP,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0133-V02,BFL-CAND-0133,inkesh,inkesh,إنكاش / حطام,WASTE,ILLEGAL_DUMP,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0133-V04,BFL-CAND-0133,nkesh bine,nkesh bine,إنكاش / حطام,WASTE,ILLEGAL_DUMP,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0134-V01,BFL-CAND-0134,radm,radm,ردم / تراب,WASTE,ILLEGAL_DUMP,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0134-V02,BFL-CAND-0134,l radm,l radm,ردم / تراب,WASTE,ILLEGAL_DUMP,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0134-V03,BFL-CAND-0134,radm w nkesh,radm w nkesh,ردم / تراب,WASTE,ILLEGAL_DUMP,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0134-V04,BFL-CAND-0134,trab,trab,ردم / تراب,WASTE,ILLEGAL_DUMP,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0134-V05,BFL-CAND-0134,trab w nkesh,trab w nkesh,ردم / تراب,WASTE,ILLEGAL_DUMP,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0135-V01,BFL-CAND-0135,asas 2adim,asas 2adim,أثاث قديم,WASTE,ILLEGAL_DUMP,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0135-V02,BFL-CAND-0135,asas marmiye,asas marmiye,أثاث قديم,WASTE,ILLEGAL_DUMP,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0135-V03,BFL-CAND-0135,asas msoubet,asas msoubet,أثاث قديم,WASTE,ILLEGAL_DUMP,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0135-V06,BFL-CAND-0135,l asas,l asas,أثاث قديم,WASTE,ILLEGAL_DUMP,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0136-V01,BFL-CAND-0136,dwalib marmiye,dwalib marmiye,إطارات سيارات,WASTE,ILLEGAL_DUMP,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0136-V02,BFL-CAND-0136,dalab zbele,dalab zbele,إطارات سيارات,WASTE,ILLEGAL_DUMP,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0136-V04,BFL-CAND-0136,dwalib 2adme,dwalib 2adme,إطارات سيارات,WASTE,ILLEGAL_DUMP,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0139-V01,BFL-CAND-0139,nfayat tibbiye,nfayat tibbiye,نفايات طبية,WASTE,ILLEGAL_DUMP,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0139-V03,BFL-CAND-0139,nfayat 5atere,nfayat 5atere,نفايات طبية,WASTE,ILLEGAL_DUMP,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0139-V05,BFL-CAND-0139,zbele tibbi,zbele tibbi,نفايات طبية,WASTE,ILLEGAL_DUMP,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0140-V01,BFL-CAND-0140,nfayat sina3iye,nfayat sina3iye,نفايات صناعية,WASTE,ILLEGAL_DUMP,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0140-V02,BFL-CAND-0140,zbele masna3,zbele masna3,نفايات صناعية,WASTE,ILLEGAL_DUMP,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0140-V04,BFL-CAND-0140,mawad sam,mawad sam,نفايات صناعية,WASTE,ILLEGAL_DUMP,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0140-V05,BFL-CAND-0140,nfayat masna3,nfayat masna3,نفايات صناعية,WASTE,ILLEGAL_DUMP,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0141-V02,BFL-CAND-0141,kimyawi,kimyawi,مواد كيميائية,WASTE,ILLEGAL_DUMP,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0141-V03,BFL-CAND-0141,mawad 5atere,mawad 5atere,مواد كيميائية,WASTE,ILLEGAL_DUMP,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0142-V02,BFL-CAND-0142,ri7et fasad,ri7et fasad,رائحة تعفن,WASTE,OVERFLOWING_BIN,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0142-V03,BFL-CAND-0142,ri7et fased,ri7et fased,رائحة تعفن,WASTE,OVERFLOWING_BIN,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0143-V01,BFL-CAND-0143,7ar2 zbele,7ar2 zbele,حرق نفايات,WASTE,BURNING_WASTE,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0143-V02,BFL-CAND-0143,7ar2 nfayat,7ar2 nfayat,حرق نفايات,WASTE,BURNING_WASTE,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0143-V03,BFL-CAND-0143,3am yi7arkou zbele,3am yi7arkou zbele,حرق نفايات,WASTE,BURNING_WASTE,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0143-V04,BFL-CAND-0143,7ariki zbele,7ariki zbele,حرق نفايات,WASTE,BURNING_WASTE,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0143-V05,BFL-CAND-0143,ri7et 7ar2 zbele,ri7et 7ar2 zbele,حرق نفايات,WASTE,BURNING_WASTE,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0144-V01,BFL-CAND-0144,dukhan,dukhan,دخان,WASTE,BURNING_WASTE,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0144-V03,BFL-CAND-0144,dukhaan,dukhaan,دخان,WASTE,BURNING_WASTE,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0144-V05,BFL-CAND-0144,dukhan zbele,dukhan zbele,دخان,WASTE,BURNING_WASTE,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0145-V01,BFL-CAND-0145,7asharat,7asharat,حشرات وقوارض,WASTE,OVERFLOWING_BIN,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0145-V03,BFL-CAND-0145,7asharat w far,7asharat w far,حشرات وقوارض,WASTE,OVERFLOWING_BIN,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0145-V06,BFL-CAND-0145,far w 7asharat,far w 7asharat,حشرات وقوارض,WASTE,OVERFLOWING_BIN,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0146-V01,BFL-CAND-0146,akyas mfatta7a,akyas mfatta7a,أكياس ممزقة,WASTE,GARBAGE_NOT_COLLECTED,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0146-V02,BFL-CAND-0146,akyas mmazza2a,akyas mmazza2a,أكياس ممزقة,WASTE,GARBAGE_NOT_COLLECTED,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0146-V03,BFL-CAND-0146,kis zbele ftah,kis zbele ftah,أكياس ممزقة,WASTE,GARBAGE_NOT_COLLECTED,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0147-V02,BFL-CAND-0147,ri7a 7arke,ri7a 7arke,رائحة حارقة,WASTE,BURNING_WASTE,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0147-V03,BFL-CAND-0147,ri7et 7ariki,ri7et 7ariki,رائحة حارقة,WASTE,BURNING_WASTE,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0147-V04,BFL-CAND-0147,ri7et dukhan,ri7et dukhan,رائحة حارقة,WASTE,BURNING_WASTE,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0147-V05,BFL-CAND-0147,ri7a nnar,ri7a nnar,رائحة حارقة,WASTE,BURNING_WASTE,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
