surface_id,surface_form,normalized_surface,canonical_form,source_layer,source_id,source_field,sector,issue_type,category,variant_rule,confidence_level,false_friend_risk,risk_level,allowed_uses,blocked_uses,review_status,reviewer_id,must_not_auto_promote,source_reference,created_at
ASF-05346,sayaret-itfa,sayaret-itfa,itfa,candidate_bank,ARZ-CAND-0089,variants,SAFETY,FIRE,noun_infra,SPACE_TO_HYPHEN,MEDIUM,true,HIGH,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,raw_pasted_expanded_rows.md,2026-05-21T00:00:00Z
ASF-05347,sayaret eetfa,sayaret eetfa,itfa,candidate_bank,ARZ-CAND-0089,variants,SAFETY,FIRE,noun_infra,I_TO_EE,LOW,true,HIGH,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,raw_pasted_expanded_rows.md,2026-05-21T00:00:00Z
ASF-05348,itfa2,itfa2,itfa,candidate_bank,ARZ-CAND-0089,variants,SAFETY,FIRE,noun_infra,BASE_SOURCE_FORM,HIGH,true,HIGH,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,raw_pasted_expanded_rows.md,2026-05-21T00:00:00Z
ASF-05349,l itfa2,l itfa2,itfa,candidate_bank,ARZ-CAND-0089,variants,SAFETY,FIRE,noun_infra,ADD_L_ARTICLE,MEDIUM,true,HIGH,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,raw_pasted_expanded_rows.md,2026-05-21T00:00:00Z
ASF-05350,el itfa2,el itfa2,itfa,candidate_bank,ARZ-CAND-0089,variants,SAFETY,FIRE,noun_infra,ADD_EL_ARTICLE,LOW,true,HIGH,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,raw_pasted_expanded_rows.md,2026-05-21T00:00:00Z
ASF-05351,eetfa2,eetfa2,itfa,candidate_bank,ARZ-CAND-0089,variants,SAFETY,FIRE,noun_infra,I_TO_EE,LOW,true,HIGH,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,raw_pasted_expanded_rows.md,2026-05-21T00:00:00Z
ASF-05352,itfa',itfa',itfa,candidate_bank,ARZ-CAND-0089,variants,SAFETY,FIRE,noun_infra,2_TO_APOSTROPHE,MEDIUM,true,HIGH,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,raw_pasted_expanded_rows.md,2026-05-21T00:00:00Z
ASF-05353,zalzal,zalzal,zalzal,candidate_bank,ARZ-CAND-0090,variants,SAFETY,STRUCTURAL_COLLAPSE,noun_event,BASE_SOURCE_FORM,HIGH,false,HIGH,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,raw_pasted_expanded_rows.md,2026-05-21T00:00:00Z
ASF-05354,l zalzal,l zalzal,zalzal,candidate_bank,ARZ-CAND-0090,variants,SAFETY,STRUCTURAL_COLLAPSE,noun_event,ADD_L_ARTICLE,MEDIUM,true,HIGH,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,raw_pasted_expanded_rows.md,2026-05-21T00:00:00Z
ASF-05355,el zalzal,el zalzal,zalzal,candidate_bank,ARZ-CAND-0090,variants,SAFETY,STRUCTURAL_COLLAPSE,noun_event,ADD_EL_ARTICLE,LOW,true,HIGH,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,raw_pasted_expanded_rows.md,2026-05-21T00:00:00Z
ASF-05356,zalzal sa3ir,zalzal sa3ir,zalzal,candidate_bank,ARZ-CAND-0090,variants,SAFETY,STRUCTURAL_COLLAPSE,noun_event,BASE_SOURCE_FORM,HIGH,false,HIGH,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,raw_pasted_expanded_rows.md,2026-05-21T00:00:00Z
ASF-05357,zalzalsa3ir,zalzalsa3ir,zalzal,candidate_bank,ARZ-CAND-0090,variants,SAFETY,STRUCTURAL_COLLAPSE,noun_event,REMOVE_SPACES_PUNCT,MEDIUM,true,HIGH,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,raw_pasted_expanded_rows.md,2026-05-21T00:00:00Z
ASF-05358,zalzal-sa3ir,zalzal-sa3ir,zalzal,candidate_bank,ARZ-CAND-0090,variants,SAFETY,STRUCTURAL_COLLAPSE,noun_event,SPACE_TO_HYPHEN,MEDIUM,false,HIGH,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,raw_pasted_expanded_rows.md,2026-05-21T00:00:00Z
ASF-05359,zalzal sa3eer,zalzal sa3eer,zalzal,candidate_bank,ARZ-CAND-0090,variants,SAFETY,STRUCTURAL_COLLAPSE,noun_event,I_TO_EE,LOW,true,HIGH,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,raw_pasted_expanded_rows.md,2026-05-21T00:00:00Z
ASF-05360,7ess zalzal,7ess zalzal,zalzal,candidate_bank,ARZ-CAND-0090,variants,SAFETY,STRUCTURAL_COLLAPSE,noun_event,BASE_SOURCE_FORM,HIGH,false,HIGH,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,raw_pasted_expanded_rows.md,2026-05-21T00:00:00Z
ASF-05361,7esszalzal,7esszalzal,zalzal,candidate_bank,ARZ-CAND-0090,variants,SAFETY,STRUCTURAL_COLLAPSE,noun_event,REMOVE_SPACES_PUNCT,MEDIUM,true,HIGH,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,raw_pasted_expanded_rows.md,2026-05-21T00:00:00Z
ASF-05362,7ess-zalzal,7ess-zalzal,zalzal,candidate_bank,ARZ-CAND-0090,variants,SAFETY,STRUCTURAL_COLLAPSE,noun_event,SPACE_TO_HYPHEN,MEDIUM,false,HIGH,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,raw_pasted_expanded_rows.md,2026-05-21T00:00:00Z
ASF-05363,hess zalzal,hess zalzal,zalzal,candidate_bank,ARZ-CAND-0090,variants,SAFETY,STRUCTURAL_COLLAPSE,noun_event,7_TO_H_LOW_CONF,LOW,true,HIGH,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,raw_pasted_expanded_rows.md,2026-05-21T00:00:00Z
ASF-05364,tari2 sari3,tari2 sari3,tari2 sari3,candidate_bank,ARZ-CAND-0131,variants,ROADS,ALL,noun_infra,BASE_SOURCE_FORM,HIGH,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05365,tari2sari3,tari2sari3,tari2 sari3,candidate_bank,ARZ-CAND-0131,variants,ROADS,ALL,noun_infra,REMOVE_SPACES_PUNCT,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05366,tari2-sari3,tari2-sari3,tari2 sari3,candidate_bank,ARZ-CAND-0131,variants,ROADS,ALL,noun_infra,SPACE_TO_HYPHEN,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05367,taree2 sari3,taree2 sari3,tari2 sari3,candidate_bank,ARZ-CAND-0131,variants,ROADS,ALL,noun_infra,I_TO_EE,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05368,tari' sari3,tari' sari3,tari2 sari3,candidate_bank,ARZ-CAND-0131,variants,ROADS,ALL,noun_infra,2_TO_APOSTROPHE,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05369,l otostrad,l otostrad,tari2 sari3,candidate_bank,ARZ-CAND-0131,variants,ROADS,ALL,noun_infra,BASE_SOURCE_FORM,HIGH,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05370,lotostrad,lotostrad,tari2 sari3,candidate_bank,ARZ-CAND-0131,variants,ROADS,ALL,noun_infra,REMOVE_SPACES_PUNCT,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05371,l-otostrad,l-otostrad,tari2 sari3,candidate_bank,ARZ-CAND-0131,variants,ROADS,ALL,noun_infra,SPACE_TO_HYPHEN,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05372,otostrad,otostrad,tari2 sari3,candidate_bank,ARZ-CAND-0131,variants,ROADS,ALL,noun_infra,DROP_L_ARTICLE,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05373,el otostrad,el otostrad,tari2 sari3,candidate_bank,ARZ-CAND-0131,variants,ROADS,ALL,noun_infra,ADD_EL_ARTICLE,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05374,l fouye,l fouye,tari2 sari3,candidate_bank,ARZ-CAND-0131,variants,ROADS,ALL,noun_infra,BASE_SOURCE_FORM,HIGH,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05375,lfouye,lfouye,tari2 sari3,candidate_bank,ARZ-CAND-0131,variants,ROADS,ALL,noun_infra,REMOVE_SPACES_PUNCT,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05376,l-fouye,l-fouye,tari2 sari3,candidate_bank,ARZ-CAND-0131,variants,ROADS,ALL,noun_infra,SPACE_TO_HYPHEN,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05377,fouye,fouye,tari2 sari3,candidate_bank,ARZ-CAND-0131,variants,ROADS,ALL,noun_infra,DROP_L_ARTICLE,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05378,l fuye,l fuye,tari2 sari3,candidate_bank,ARZ-CAND-0131,variants,ROADS,ALL,noun_infra,OU_TO_U,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05379,l foouye,l foouye,tari2 sari3,candidate_bank,ARZ-CAND-0131,variants,ROADS,ALL,noun_infra,U_TO_OU,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05380,autostrade,autostrade,tari2 sari3,candidate_bank,ARZ-CAND-0131,variants,ROADS,ALL,noun_infra,BASE_SOURCE_FORM,HIGH,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05381,l autostrade,l autostrade,tari2 sari3,candidate_bank,ARZ-CAND-0131,variants,ROADS,ALL,noun_infra,ADD_L_ARTICLE,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05382,el autostrade,el autostrade,tari2 sari3,candidate_bank,ARZ-CAND-0131,variants,ROADS,ALL,noun_infra,ADD_EL_ARTICLE,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05383,aoutostrade,aoutostrade,tari2 sari3,candidate_bank,ARZ-CAND-0131,variants,ROADS,ALL,noun_infra,U_TO_OU,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05384,autoroute,autoroute,tari2 sari3,candidate_bank,ARZ-CAND-0131,variants,ROADS,ALL,noun_infra,BASE_SOURCE_FORM,HIGH,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05385,l autoroute,l autoroute,tari2 sari3,candidate_bank,ARZ-CAND-0131,variants,ROADS,ALL,noun_infra,ADD_L_ARTICLE,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05386,el autoroute,el autoroute,tari2 sari3,candidate_bank,ARZ-CAND-0131,variants,ROADS,ALL,noun_infra,ADD_EL_ARTICLE,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05387,autorute,autorute,tari2 sari3,candidate_bank,ARZ-CAND-0131,variants,ROADS,ALL,noun_infra,OU_TO_U,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05388,aoutoroute,aoutoroute,tari2 sari3,candidate_bank,ARZ-CAND-0131,variants,ROADS,ALL,noun_infra,U_TO_OU,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05389,autostrad,autostrad,autostrad,candidate_bank,ARZ-CAND-0132,variants,ROADS,ALL,noun_infra,BASE_SOURCE_FORM,HIGH,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05390,l autostrad,l autostrad,autostrad,candidate_bank,ARZ-CAND-0132,variants,ROADS,ALL,noun_infra,ADD_L_ARTICLE,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05391,el autostrad,el autostrad,autostrad,candidate_bank,ARZ-CAND-0132,variants,ROADS,ALL,noun_infra,ADD_EL_ARTICLE,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05392,aoutostrad,aoutostrad,autostrad,candidate_bank,ARZ-CAND-0132,variants,ROADS,ALL,noun_infra,U_TO_OU,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05393,otostrad l shi,otostrad l shi,autostrad,candidate_bank,ARZ-CAND-0132,variants,ROADS,ALL,noun_infra,BASE_SOURCE_FORM,HIGH,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05394,otostradlshi,otostradlshi,autostrad,candidate_bank,ARZ-CAND-0132,variants,ROADS,ALL,noun_infra,REMOVE_SPACES_PUNCT,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05395,otostrad-l-shi,otostrad-l-shi,autostrad,candidate_bank,ARZ-CAND-0132,variants,ROADS,ALL,noun_infra,SPACE_TO_HYPHEN,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05396,otostrad l shee,otostrad l shee,autostrad,candidate_bank,ARZ-CAND-0132,variants,ROADS,ALL,noun_infra,I_TO_EE,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05397,otostrad l chi,otostrad l chi,autostrad,candidate_bank,ARZ-CAND-0132,variants,ROADS,ALL,noun_infra,SH_TO_CH,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05398,otostrad l s7i,otostrad l s7i,autostrad,candidate_bank,ARZ-CAND-0132,variants,ROADS,ALL,noun_infra,H_TO_7_LOW_CONF,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05399,otostrad l kbir,otostrad l kbir,autostrad,candidate_bank,ARZ-CAND-0132,variants,ROADS,ALL,noun_infra,BASE_SOURCE_FORM,HIGH,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05400,otostradlkbir,otostradlkbir,autostrad,candidate_bank,ARZ-CAND-0132,variants,ROADS,ALL,noun_infra,REMOVE_SPACES_PUNCT,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05401,otostrad-l-kbir,otostrad-l-kbir,autostrad,candidate_bank,ARZ-CAND-0132,variants,ROADS,ALL,noun_infra,SPACE_TO_HYPHEN,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05402,otostrad l kbeer,otostrad l kbeer,autostrad,candidate_bank,ARZ-CAND-0132,variants,ROADS,ALL,noun_infra,I_TO_EE,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05403,dawwar,dawwar,dawwar,candidate_bank,ARZ-CAND-0133,variants,ROADS,ALL,noun_infra,BASE_SOURCE_FORM,HIGH,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05404,l dawwar,l dawwar,dawwar,candidate_bank,ARZ-CAND-0133,variants,ROADS,ALL,noun_infra,ADD_L_ARTICLE,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05405,el dawwar,el dawwar,dawwar,candidate_bank,ARZ-CAND-0133,variants,ROADS,ALL,noun_infra,ADD_EL_ARTICLE,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05406,dawar,dawar,dawwar,candidate_bank,ARZ-CAND-0133,variants,ROADS,ALL,noun_infra,BASE_SOURCE_FORM,HIGH,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05407,l dawar,l dawar,dawwar,candidate_bank,ARZ-CAND-0133,variants,ROADS,ALL,noun_infra,ADD_L_ARTICLE,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
ASF-05408,el dawar,el dawar,dawwar,candidate_bank,ARZ-CAND-0133,variants,ROADS,ALL,noun_infra,ADD_EL_ARTICLE,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_lexicon.py,2026-05-21T00:00:00Z
