word_id,arabic_script,english_gloss,romanized_canonical,variants,tier,category,allowed_uses,blocked_uses,dialect_region,confidence_level,false_friend_risk,usage_notes,source_reference,review_status,created_at
GW0147,إمتى,when,emte,emte;emte2;imte,T3_GENERIC_SUPPORT,question_word,context_enrichment|question_detection,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,When; signals timeline inquiry or complaint urgency,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0148,مين,who,min,min;meen;mn,T3_GENERIC_SUPPORT,question_word,context_enrichment|question_detection,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Who; used to identify responsible party in complaints,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0149,أديش,how much / how many,adesh,adesh;adde;addesh;2adesh,T3_GENERIC_SUPPORT,question_word,context_enrichment|question_detection,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,How much; used to quantify duration or frequency of issue,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0150,من الصبح,since morning,men l subeh,men l subeh;mn l subeh;men l sbe7,T3_GENERIC_SUPPORT,time_expr,context_enrichment|duration_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Since morning; indicates duration of ongoing issue,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0151,بالمسا,in the evening,bil masa,bil masa;bel masa;bil mase,T3_GENERIC_SUPPORT,time_expr,context_enrichment|duration_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,"Evening timing; relevant for lighting, safety, and noise complaints",V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0152,كل ليلة,every night,kel lele,kel lele;kell lele;kel leile,T3_GENERIC_SUPPORT,time_expr,context_enrichment|frequency_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Every night; indicates recurring nightly issue,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0153,كل صبح,every morning,kel subeh,kel subeh;kell subeh;kel sbe7,T3_GENERIC_SUPPORT,time_expr,context_enrichment|frequency_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Every morning; indicates recurring daily issue,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0154,هالأسبوع,this week,hal esbu3,hal esbu3;hale esbo3;hal asbo3,T3_GENERIC_SUPPORT,time_expr,context_enrichment|duration_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,This week; temporal anchoring for complaint,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0155,هالشهر,this month,hal shahr,hal shahr;hale shahr,T3_GENERIC_SUPPORT,time_expr,context_enrichment|duration_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,This month; temporal anchoring for complaint,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0156,بعد المطر,after rain,ba3d l matar,ba3d l matar;ba3de matar;ba3d matar,T3_GENERIC_SUPPORT,time_expr,context_enrichment|weather_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,"After rain; triggers flooding, road, and water complaints",V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0157,الشتوية,the rainy season / this winter,l shatwiye,l shatwiye;shatwiye;hal shatwiye,T3_GENERIC_SUPPORT,time_expr,context_enrichment|weather_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,MEDIUM,FALSE,The rainy season; context for seasonal flooding/road issues,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0158,قبل الشتا,before winter,2abel l shata,2abel l shata;abel l shete;abel l shata,T3_GENERIC_SUPPORT,time_expr,context_enrichment|weather_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,MEDIUM,FALSE,Before winter; urgency framing for pre-winter repairs,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0159,متأكد,certain / confirmed,mita2aked,mita2aked;mta2kked;mita2kked,T3_GENERIC_SUPPORT,modal,context_enrichment|confidence_signal,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Certainty marker; increases confidence in complaint claim,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0160,مضمون,guaranteed / definitely,madmoun,madmoun;madmun;madmon,T3_GENERIC_SUPPORT,modal,context_enrichment|confidence_signal,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Certainty/guarantee; used to assert fact in complaint context,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0161,يمكن,maybe / perhaps,yimkin,yimkin;ymken;yemkin,T3_GENERIC_SUPPORT,modal,context_enrichment|uncertainty_signal,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Possibility marker; introduces uncertainty in claim,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0162,طبعاً,of course / naturally,taba3an,taba3an;tab3an;taba3en,T3_GENERIC_SUPPORT,discourse,context_enrichment,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Discourse marker; confirms expected outcome or obvious fact,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0163,بالنسبة لي,as far as I'm concerned,bi l nisbe li,bi l nisbe li;bel nisbe li;bi nisbe,T3_GENERIC_SUPPORT,discourse,context_enrichment,routing|severity_assignment|sector_classification,Lebanese_Arabic,MEDIUM,FALSE,Personal perspective marker; frames individual complaint opinion,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0164,merci,thank you (French),merci,merci;mersi,T3_GENERIC_SUPPORT,code_switch,context_enrichment,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,French code-switch; extremely common in Lebanese Arabic; STOPLIST candidate,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0165,bonjour,hello (French),bonjour,bonjour;bon jour;bonjor,T3_GENERIC_SUPPORT,code_switch,context_enrichment,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,French greeting; very common in Lebanese messages; STOPLIST candidate,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0166,تفضّل,please / go ahead (Arabic),tfaddal,tfaddal;tfadal;tafaddal,T3_GENERIC_SUPPORT,politeness,context_enrichment,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Politeness/invitation marker; opening phrase in formal complaints,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0167,ياللا,let's go / come on,yalla,yalla;yala;yella,T3_GENERIC_SUPPORT,discourse,context_enrichment,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Discourse filler / urgency particle; very common in WhatsApp messages,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0168,يعني,I mean / like / you know,ya3ni,ya3ni;yani;ya3ne,T3_GENERIC_SUPPORT,discourse,context_enrichment,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Filler/hedging word; very high frequency across all complaint types,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0169,هيدا,this one / this (masc),hayda,hayda;haida;heyda,T3_GENERIC_SUPPORT,pronoun,context_enrichment,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Demonstrative pronoun masculine; pointing to specific item in complaint,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0170,هيدي,this one / this (fem),haydi,haydi;haidi;heydi,T3_GENERIC_SUPPORT,pronoun,context_enrichment,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Demonstrative pronoun feminine; pointing to specific item in complaint,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0171,واحد,one,wa7ad,wa7ad;wa7ed;wahed,T3_GENERIC_SUPPORT,number_quantity,context_enrichment|duration_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Number one; used in duration: wa7ad yom (one day),V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0172,تنين,two,tnein,tnein;tenein;tnin,T3_GENERIC_SUPPORT,number_quantity,context_enrichment|duration_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,"Number two; tnein iyam (two days), tnein esbu3 (two weeks)",V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0173,تلاتة,three,tlete,tlete;tlata;telte,T3_GENERIC_SUPPORT,number_quantity,context_enrichment|duration_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Number three; common in duration phrases,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0174,خمسة,five,5amse,5amse;khemse;khamse,T3_GENERIC_SUPPORT,number_quantity,context_enrichment|duration_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,"Number five; 5 iyam = 5 days, high frequency in complaints",V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0175,عشرة,ten,3ashra,3ashra;3ashe;3ashara,T3_GENERIC_SUPPORT,number_quantity,context_enrichment|duration_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Number ten; 3ashra iyam (ten days) signals extended issue,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0176,لأنو,because,la2anno,la2anno;la2ann;la2an,T3_GENERIC_SUPPORT,connector,context_enrichment,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Causal connector; introduces reason for complaint,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0177,بدل,instead of,badal,badal;badel;baddal,T3_GENERIC_SUPPORT,connector,context_enrichment,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Contrast connector; badal yji7do (instead of coming to fix it),V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0178,غير,except / other than,gheer,gheer;ghir;gheyr,T3_GENERIC_SUPPORT,connector,context_enrichment,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Exception/contrast word; also used in negation phrases,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0179,متل,like / as,metel,metel;metl;mitel,T3_GENERIC_SUPPORT,connector,context_enrichment,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Comparison particle; metel ma huwe (same as it is) — also in protected combos,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0180,عشان,for / because (Egyptian-influence),3ashen,3ashen;3shan;3ashen,T3_GENERIC_SUPPORT,connector,context_enrichment,routing|severity_assignment|sector_classification,Lebanese_Arabic,MEDIUM,FALSE,Causal/purpose connector; less common than la2anno but used in Lebanese Arabic,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0181,وإلا,or else / otherwise,w illa,w illa;w ella;wela,T3_GENERIC_SUPPORT,connector,context_enrichment,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Disjunctive/conditional; used in urgency phrases (w illa shu beddo yisir),V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0182,بلدية,municipality,baladiye,baladiye;baladiyye;baladiyeh,T4_VARIANT_LOOKUP,noun_civic_entity,context_enrichment,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Local municipality; the main target of infrastructure complaints in Lebanon; NEVER auto-route on this alone,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0183,محافظة,governorate,mu7afazet,mu7afazet;mohafazet;mu7afaze,T4_VARIANT_LOOKUP,noun_civic_entity,context_enrichment,routing|severity_assignment|sector_classification,Lebanese_Arabic,MEDIUM,FALSE,Governorate level; routes above municipality; context only,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0184,مسؤول,responsible person / official,mas2oul,mas2oul;masoul;mas3oul,T3_GENERIC_SUPPORT,noun_civic_entity,context_enrichment,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Responsible party / official; used in complaints to identify accountable person,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0185,وزارة الأشغال,Ministry of Public Works,wizaret l ashghal,wizaret l ashghal;wizara l ashghal;mw,T4_VARIANT_LOOKUP,noun_civic_entity,context_enrichment,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Ministry responsible for roads and public works; context clue for ROADS routing,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0186,مياه لبنان,Liban Eau (water authority),miyah lubnan,miyah lubnan;liban eau;miyeh lubnan,T4_VARIANT_LOOKUP,noun_civic_entity,context_enrichment,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Lebanese water utility authority; context clue for WATER routing,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0187,كهرباء لبنان,Electricite du Liban (EDL),kahraba lubnan,kahraba lubnan;EDL;electricite du liban,T4_VARIANT_LOOKUP,noun_civic_entity,context_enrichment,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Lebanese national electricity utility; context clue for ELECTRICITY routing,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0188,الدفاع المدني,Civil Defence (fire/rescue),l difa3 l madane,l difa3 l madane;difa3 madane;civil defense,T4_VARIANT_LOOKUP,noun_civic_entity,context_enrichment,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Lebanese Civil Defence; fire and rescue service; context escalation signal,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0189,كارثة,disaster / catastrophe,karsa,karsa;karitha;karse,T3_GENERIC_SUPPORT,intensifier,context_enrichment|severity_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Hyperbole/severity intensifier; does NOT alone determine severity,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0190,وضع,situation / state,wad3,wad3;wade3;wad,T3_GENERIC_SUPPORT,noun_general,context_enrichment,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Situation descriptor; high frequency in complaints (wad3 ktir mni7/zeft),V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0191,مشكلة,problem / issue,mashkle,mashkle;mishkle;meshkle,T3_GENERIC_SUPPORT,noun_general,context_enrichment,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Generic problem word; extremely high frequency; present in protected combos (nafs l mashkle),V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0192,حل,solution / fix,7al,7al;hal;7alle,T3_GENERIC_SUPPORT,noun_general,context_enrichment,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Solution/fix request; ma fi 7al = no solution has been provided,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0193,إصلاح,repair / fix (formal),isla7,isla7;islah;2isla7,T3_GENERIC_SUPPORT,noun_civic_process,context_enrichment,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Formal repair noun; used in official complaint language,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0194,صيانة,maintenance,siyane,siyane;siane;syane,T3_GENERIC_SUPPORT,noun_civic_process,context_enrichment,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Maintenance request; siyane routine maintenance vs emergency repair,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0195,تأخير,delay,ta2khir,ta2khir;ta5ir;ta2kheer,T3_GENERIC_SUPPORT,noun_general,context_enrichment|complaint_signal,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Delay; complaint signal that response has been slow,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0196,إهمال,negligence,i7mal,i7mal;ihmal;e7mal,T3_GENERIC_SUPPORT,noun_general,context_enrichment|complaint_signal,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Negligence accusation; strong complaint word; does not determine sector,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0197,تقرير,report,ta2rir,ta2rir;takrir;taqrir,T3_GENERIC_SUPPORT,noun_civic_process,context_enrichment|reporting_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,MEDIUM,FALSE,Formal report; submission/evidence context,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0198,جواب,reply / answer,jweb,jweb;jaweb;jwab,T3_GENERIC_SUPPORT,noun_general,context_enrichment|complaint_signal,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Reply/answer; used in response failure context (ma fi jweb = no reply),V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0199,متابعة,follow-up,metab3e,metab3e;mutaba3a;metab3e,T3_GENERIC_SUPPORT,noun_civic_process,context_enrichment|reporting_context,routing|severity_assignment|sector_classification,Lebanese_Arabic,HIGH,FALSE,Follow-up; signal that prior complaint was filed and not acted upon,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
GW0200,واجب,duty / obligation,wajib,wajib;wajeb;waajib,T3_GENERIC_SUPPORT,noun_general,context_enrichment,routing|severity_assignment|sector_classification,Lebanese_Arabic,MEDIUM,FALSE,Duty/responsibility; haida wajibkon (this is your duty) in accountability complaints,V12_LEBANON_NATIVE,PENDING_NATIVE_REVIEW,2026-05-19
