issue_type,severity,canonical_key,variant,current_value,expected_or_note,source
no_review_status,LOW,karton,karton,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
pending_variants,MEDIUM,7adid_5arda,7adid_5arda,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,nfayat_tibbiye,nfayat_tibbiye,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,nfayat_sina3iye,nfayat_sina3iye,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,zeyt_motor,zeyt_motor,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,2ake_fased,2ake_fased,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
no_scope,MEDIUM,may_jawfiye,may_jawfiye,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,may_jawfiye,may_jawfiye,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
pending_variants,MEDIUM,sarf_risi,sarf_risi,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
no_scope,MEDIUM,da55_may,da55_may,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,da55_may,da55_may,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
pending_variants,MEDIUM,seyl,seyl,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
meaning_conflict,HIGH,abi,abi,vocab_arabic='قبو',master_arabic='أبي'; review which is correct,unknown
no_scope,MEDIUM,abi,abi,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,abi,abi,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
pending_variants,MEDIUM,sadd,sadd,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,mtar_gzir,mtar_gzir,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,7areke,7areke,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,infijar,infijar,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,tal2a_nariyi,tal2a_nariyi,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,3arade,3arade,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,ishkal,ishkal,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,sar2a,sar2a,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
no_scope,MEDIUM,ma_3arefno_adj,ma_3arefno_adj,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,ma_3arefno_adj,ma_3arefno_adj,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
pending_variants,MEDIUM,haykel,haykel,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,7ita,7ita,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,bnaye,bnaye,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,darj,darj,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,balkon,balkon,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
no_scope,MEDIUM,5atar_3aam_sev,5atar_3aam_sev,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,5atar_3aam_sev,5atar_3aam_sev,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,ydehin_v,ydehin_v,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,ydehin_v,ydehin_v,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,yda55_v,yda55_v,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,yda55_v,yda55_v,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
pending_variants,MEDIUM,mkshoof_adj,mkshoof_adj,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
no_scope,MEDIUM,bayekh_adj,bayekh_adj,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,bayekh_adj,bayekh_adj,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
meaning_conflict,HIGH,rateb_adj,mrattab,vocab_arabic='رطب / مبلول',master_arabic='مرتب'; review which is correct,unknown
no_scope,MEDIUM,rateb_adj,rateb_adj,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,rateb_adj,rateb_adj,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
meaning_conflict,HIGH,nashef_adj,nashfe,vocab_arabic='ناشف / جاف',master_arabic='ناشفة'; review which is correct,unknown
no_scope,MEDIUM,nashef_adj,nashef_adj,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,nashef_adj,nashef_adj,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,amper_moualid,amper_moualid,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,amper_moualid,amper_moualid,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,jadwal_l_amper,jadwal_l_amper,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,jadwal_l_amper,jadwal_l_amper,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,2ata3_l_dawle,2ata3_l_dawle,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,2ata3_l_dawle,2ata3_l_dawle,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,kam_sa3a_3andkon,kam_sa3a_3andkon,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,kam_sa3a_3andkon,kam_sa3a_3andkon,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,yom_l_may,yom_l_may,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,yom_l_may,yom_l_may,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,tanker,tanker,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,tanker,tanker,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,moualid_mshterak,moualid_mshterak,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,moualid_mshterak,moualid_mshterak,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,jor,jor,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,jor,jor,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
pending_variants,MEDIUM,7afarat,7afarat,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,feu,feu,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,shajar_seket,shajar_seket,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,sa5ra_saktet,sa5ra_saktet,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,hobout_ardi,hobout_ardi,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,ketal_kharsoune,ketal_kharsoune,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,nkassar_v,nkassar_v,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,7awwalo_l_seer_v,7awwalo_l_seer_v,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,seket_v,seket_v,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,7afrou_v,7afrou_v,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,n7arafet_v,n7arafet_v,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,masduud_adj,masduud_adj,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,metshe22a2_adj,metshe22a2_adj,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,ma7loul_adj,ma7loul_adj,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,mafqoud_adj,mafqoud_adj,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,zale2_adj,zale2_adj,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,mnantekh_adj,mnantekh_adj,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,khazzen,khazzen,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,tanker_2,tanker_2,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,ta3met_gharibe,ta3met_gharibe,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,biyara,biyara,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,3am_yetfa2ar_adj,3am_yetfa2ar_adj,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,rja3et_v,rja3et_v,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,3am_yesarrab_v,3am_yesarrab_v,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,ylayyit_v,ylayyit_v,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,3am_yifur_v,3am_yifur_v,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,nkassar_v_2,nkassar_v_2,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
no_scope,MEDIUM,silk_kahraba,silk_kahraba,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,silk_kahraba,silk_kahraba,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
pending_variants,MEDIUM,tazabzob,tazabzob,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
no_scope,MEDIUM,tanin,tanin,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,tanin,tanin,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,i7tira2_ajhize,i7tira2_ajhize,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,i7tira2_ajhize,i7tira2_ajhize,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
variant_collision,HIGH,kahraba_2ata3et_v,kahraba 2at3a,also maps to: kahrabe ma2tou3a,Resolve which canonical owns this variant; remove from the others,unknown
no_scope,MEDIUM,kahraba_2ata3et_v,kahraba_2ata3et_v,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,kahraba_2ata3et_v,kahraba_2ata3et_v,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,kahraba_rja3et_v,kahraba_rja3et_v,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,kahraba_rja3et_v,kahraba_rja3et_v,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,3am_titba3_w_troo7_v,3am_titba3_w_troo7_v,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,3am_titba3_w_troo7_v,3am_titba3_w_troo7_v,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,muhawwel_nfajar_v,muhawwel_nfajar_v,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,muhawwel_nfajar_v,muhawwel_nfajar_v,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,nzal_3al_ard_v,nzal_3al_ard_v,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,nzal_3al_ard_v,nzal_3al_ard_v,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
pending_variants,MEDIUM,kuumet_zbele,kuumet_zbele,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,dwalib_marmiye,dwalib_marmiye,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,7asharat,7asharat,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,akyas_mfatta7a,akyas_mfatta7a,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
no_scope,MEDIUM,ri7et_7ar2,ri7et_7ar2,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,ri7et_7ar2,ri7et_7ar2,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,may_wse5a,may_wse5a,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,may_wse5a,may_wse5a,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,balioa_masduude,balioa_masduude,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,balioa_masduude,balioa_masduude,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,may_wa2fe,may_wa2fe,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,may_wa2fe,may_wa2fe,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,sayyara_ghare2a,sayyara_ghare2a,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,sayyara_ghare2a,sayyara_ghare2a,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,ikhla2,ikhla2,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,ikhla2,ikhla2,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,sarf_matar,sarf_matar,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,sarf_matar,sarf_matar,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,tadfou2_may,tadfou2_may,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,tadfou2_may,tadfou2_may,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,masduude_v,masduude_v,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,masduude_v,masduude_v,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,may_dakhlet_v,may_dakhlet_v,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,may_dakhlet_v,may_dakhlet_v,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
no_scope,MEDIUM,3am_yetra2_v,3am_yetra2_v,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,3am_yetra2_v,3am_yetra2_v,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
pending_variants,MEDIUM,ghaz_3am_yetfassal,ghaz_3am_yetfassal,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,7aykal,7aykal,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,bnayi,bnayi,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,2asissat,2asissat,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,tashaddo2at_bi_l_7iit,tashaddo2at_bi_l_7iit,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,7adid_bariz,7adid_bariz,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,7ofra_bla_ishara,7ofra_bla_ishara,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,lafta_sak3a,lafta_sak3a,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,sayyara_mahruke,sayyara_mahruke,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,asfalt,asfalt,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,zefet,zefet,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,sha2,sha2,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,tasha22o2,tasha22o2,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,mammar,mammar,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,rkam,rkam,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
no_scope,MEDIUM,majra_2,majra_2,(empty),Assign: routeable_core_issue_term | support_only_not_issue_label | context_gated,unknown
no_review_status,LOW,majra_2,majra_2,(empty),Assign: V13_AUDIT_PROMOTED | MASTER_PROMOTED_PENDING_HUMAN_REVIEW | etc.,unknown
pending_variants,MEDIUM,7affar,7affar,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,wench,wench,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,masrab,masrab,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,manhole,manhole,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,dehan,dehan,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,tine,tine,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,wa7el,wa7el,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
pending_variants,MEDIUM,blok,blok,V13_METADATA_ONLY_PENDING_VARIANTS,Assign variant_forms from corpus or master index,data\knowledge_base\arabizi\arabizi_v13_1_variant_audit.csv
