candidate_id,arabic_script,english,sector,issue_type,category,variants,tier_notes,usage_notes,source_type,source_reference,dialect_region,confidence_level,false_friend_risk,risk_level,review_status,reviewer_id,decision,promotion_target,created_at,updated_at
ARZ-CAND-0702,تذبذب,fluctuation,ELECTRICITY,voltage_fluctuation,infra_electricity,tazabzob;tazabzub,B/B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-00992,Beirut/Levant,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0703,ارتفاع,increase/rise,ELECTRICITY,voltage_rise,infra_electricity,irtifa3;ertefe3,B/B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-00993,Beirut/Levant,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0704,كابل,cable,ELECTRICITY,wire,infra_electricity,cable;kabel,B/B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-00994,Beirut/Levant,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0705,سلك,wire,ELECTRICITY,wire,infra_electricity,selk;silk,B/B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-00995,Beirut/Levant,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0706,حيوان,animal,WASTE,animal,infra_waste,7ayawen;hayawen,B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-00996,Beirut/Levant,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20
ARZ-CAND-0707,بس,cat,WASTE,animal,infra_waste,besse;bissi,A/A,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-00997,Beirut/Levant,HIGH,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0708,كلب,dog,WASTE,animal,infra_waste,kalb,A,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-00998,Beirut/Levant,HIGH,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0709,نافق,dead animal,WASTE,animal,infra_waste,nafe2;meyyet,B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-00999,Beirut/Levant,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20
ARZ-CAND-0710,قطط,cats,WASTE,animals,infra_waste,bsas;bisese,A/A,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01001,Beirut/Levant,HIGH,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0711,كلاب,dogs,WASTE,animals,infra_waste,kleib;klab,A/A,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01002,Beirut/Levant,HIGH,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0712,رماد,ash,WASTE,ash,infra_waste,rmad;ramad,A/A,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01004,Beirut/Levant,HIGH,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0713,أكياس,bags,WASTE,bags,infra_waste,kyes;akyes,A/A,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01006,Beirut/Levant,HIGH,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0714,مستوعب,container,WASTE,bin,infra_waste,mestaw3ab;misto3ab;mesto3ab,A/A,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01008,Beirut/Levant,HIGH,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20
ARZ-CAND-0715,كنس,sweeping,WASTE,cleaning,infra_waste,kans,A,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01010,Beirut/Levant,HIGH,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0716,تنظيف,cleaning,WASTE,cleaning,infra_waste,tandif;tanzif,A/A,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01011,Beirut/Levant,HIGH,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0717,لمّ,collection,WASTE,collection,infra_waste,lamm,B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01012,Beirut/Levant,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0718,ردميات,construction debris,WASTE,construction_debris,infra_waste,radmiyat;radem,B/B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01013,Beirut/Levant,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0719,برميل,barrel,WASTE,container,infra_waste,barmil,B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01014,Beirut/Levant,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0720,مرمى,dumping place,WASTE,dump,infra_waste,marma,A,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01018,Beirut/Levant,HIGH,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0721,كب,dump/throw,WASTE,dump_action,infra_waste,kabb,B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01019,Beirut/Levant,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0722,رمى,throw/dump,WASTE,dump_action,infra_waste,rama,B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01020,Beirut/Levant,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0723,إطارات,tires,WASTE,dumping,infra_waste,dawalib;tires,A/A,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01021,Beirut/Levant,HIGH,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0724,كيميائي,chemical,WASTE,hazardous_material,infra_waste,kimyawi;chemical,A/A,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01025,Beirut/Levant,HIGH,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0725,مواد,materials/substances,WASTE,hazardous_material,infra_waste,mawed,A,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01026,Beirut/Levant,HIGH,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0726,عفن,mold/rot,WASTE,mold,infra_waste,3afan;3afen,A/A,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01027,Beirut/Levant,HIGH,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0727,حشرات,insects,WASTE,pests,infra_waste,7asharat;hasharat,A/A,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01030,Beirut/Levant,HIGH,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0728,بعوض,mosquitoes,WASTE,pests,infra_waste,ba3oud;ba3od,A/A,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01031,Beirut/Levant,HIGH,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0729,ذبان,flies,WASTE,pests,infra_waste,dibbane;debbane,A/A,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01032,Beirut/Levant,HIGH,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0730,فيران,mice,WASTE,pests,infra_waste,firan,B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01033,Beirut/Levant,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0731,جرذ,rat,WASTE,pests,infra_waste,jird;far,A/A,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01034,Beirut/Levant,HIGH,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0732,جرذان,rats,WASTE,pests,infra_waste,jradin;jaredin,B/A,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01035,Beirut/Levant,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0733,روائح,odors,WASTE,smell,infra_waste,rawayi7;ri7a,B/B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01037,Beirut/Levant,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0734,ريحة,smell,WASTE,smell,infra_waste,ri7a;rihet;riha,B/A/B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01038,Beirut/Levant,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0735,رائحة,smell formal,WASTE,smell,infra_waste,ri7a,B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01039,Beirut/Levant,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0736,دخان,smoke,WASTE,smoke,infra_waste,dkhan;dokhan;d5an;do5an,B/B/B/B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01040,Beirut/Levant,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0737,شرفة,balcony,SAFETY,balcony,infra_safety,balkon;balcony;shorfe,B/B/B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01043,Beirut/Levant,MEDIUM,false,CRITICAL,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0738,حيط,wall,SAFETY,building,infra_safety,7et;hayt,B/B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01045,Beirut/Levant,MEDIUM,false,CRITICAL,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0739,سور,wall/fence,SAFETY,building,infra_safety,sour;sor,B/B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01049,Beirut/Levant,MEDIUM,false,CRITICAL,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0740,واجهة,facade,SAFETY,building,infra_safety,wejhe;wajhe,B/B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01050,Beirut/Levant,MEDIUM,false,CRITICAL,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0741,شقوق,cracks,SAFETY,crack,infra_safety,sh2ou2;sha22;sh2o2,B/B/B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01056,Beirut/Levant,MEDIUM,false,CRITICAL,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0742,تصدع,structural crack,SAFETY,crack,infra_safety,tasaddo3;tasado3,B/B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01057,Beirut/Levant,MEDIUM,false,CRITICAL,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0743,مصعد,elevator,SAFETY,elevator,infra_safety,ascenseur;lift;mas3ad,B/B/B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01059,Beirut/Levant,MEDIUM,false,CRITICAL,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0744,دفاع,defense,SAFETY,emergency,infra_safety,difa3;defense,B/B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01060,Beirut/Levant,MEDIUM,false,CRITICAL,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0745,مدني,civil,SAFETY,emergency,infra_safety,madane;civile,B/B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01062,Beirut/Levant,MEDIUM,false,CRITICAL,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0746,شرطة,police,SAFETY,emergency,infra_safety,shorta;police,B/B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01063,Beirut/Levant,MEDIUM,false,CRITICAL,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0747,مخفر,police station,SAFETY,emergency_place,infra_safety,makhfar;ma5far,B/B,Added in v8 with production permissions locked false until gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01064,Beirut/Levant,MEDIUM,false,CRITICAL,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0748,قنبلة,bomb,SAFETY,explosive,infra_safety,2onbole;bomb,B/B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01066,Beirut/Levant,MEDIUM,false,CRITICAL,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0749,وقع,fell,SAFETY,fall,infra_safety,we2i3;wa2a3,B/B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01067,Beirut/Levant,MEDIUM,false,CRITICAL,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0750,زجاج,glass,SAFETY,glass,infra_safety,ijej;zjej,B/B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01072,Beirut/Levant,MEDIUM,false,CRITICAL,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0751,مجروح,injured,SAFETY,injury,infra_safety,mjrou7;majrou7;mjro7;majro7,B/B/B/B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01074,Beirut/Levant,MEDIUM,false,CRITICAL,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0752,مصاب,injured,SAFETY,injury,infra_safety,msab;mosab,B/B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01075,Beirut/Levant,MEDIUM,false,CRITICAL,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0753,ميلان,leaning,SAFETY,leaning,infra_safety,mayalan;meylan,B/B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01076,Beirut/Levant,MEDIUM,false,CRITICAL,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0754,حديد,iron/metal,SAFETY,material,infra_safety,7adid;hadid,B/B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01077,Beirut/Levant,MEDIUM,false,CRITICAL,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0755,حجر,stone,SAFETY,material,infra_safety,7ajar,B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01078,Beirut/Levant,MEDIUM,false,CRITICAL,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0756,إغماء,fainting,SAFETY,medical,infra_safety,ighma2;mghma,B/B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01080,Beirut/Levant,MEDIUM,false,CRITICAL,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0757,درابزين,railing,SAFETY,railing,infra_safety,darabzin;barriere,B/B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01082,Beirut/Levant,MEDIUM,false,CRITICAL,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0758,آمن,safe,SAFETY,risk,infra_safety,amin;emen,B/B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01084,Beirut/Levant,MEDIUM,false,CRITICAL,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0759,صخر,rock,SAFETY,rock,infra_safety,sakher;sa5er,B/B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01085,Beirut/Levant,MEDIUM,false,CRITICAL,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0760,اشتباك,clash,SAFETY,security,infra_safety,ishtibak,B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01086,Beirut/Levant,MEDIUM,false,CRITICAL,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0761,مسلح,armed,SAFETY,security,infra_safety,msalla7;msalah,B/B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01087,Beirut/Levant,MEDIUM,false,CRITICAL,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
ARZ-CAND-0762,اهتزاز,shaking,SAFETY,shaking,infra_safety,ihtizez;hazz,B/B,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,MUST_HAVE_WORD_BANK_V8,ARZ-V8-01090,Beirut/Levant,MEDIUM,false,CRITICAL,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,arabizi_candidate_bank_or_variant_lookup,2026-05-20T14:08:40Z,2026-05-20T14:37:46Z
