term_id,arabic_script,english_gloss,category,subcategory,token_type,canonical_arabizi,v9_entry_granularity,v9_standalone_individual_term,v9_component_tokens_pipe,v9_safe_individual_variants_pipe,v9_context_or_phrase_variants_pipe,v9_operational_variants_pipe,v9_operational_variant_count,v9_positive_context_pipe,v9_negative_context_pipe,v9_merge_target,v9_eval_bucket,v9_required_reviewer_count,v9_min_examples_before_promotion,v9_native_review_required,v9_second_review_required,v9_direct_use_now,v9_core_promotion_now,v9_notes,v8_safe_unique_variants_pipe,v8_context_only_variants_pipe,v8_all_operational_variants_pipe,v8_safe_unique_count,v8_context_only_count,v8_reliability_score,v8_trust_class,v8_operational_use,v8_direct_match_allowed_now,v8_normalization_allowed_now,v8_oov_suppression_allowed_now,v8_routing_allowed_now,v8_severity_allowed_now,v8_required_positive_context_pipe,v8_blocking_negative_context_pipe,v8_min_evidence_examples_before_promotion,v8_required_reviewer_count,v8_required_gates_pipe,v8_merge_target,v8_oov_action,v8_eval_required,v8_eval_bucket,source_basis,source_urls,review_status,reviewer_id,second_reviewer_required,must_not_auto_promote,lineage,v8_policy_note,created_at_utc
ARZ-V9-00487,بيطلع,comes out/goes up,verb,present_verb,single_word,byetla3,individual_term,TRUE,,byotla3,byetla3,byotla3|byetla3,2,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,2,2,TRUE,TRUE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,byotla3,byetla3,byotla3|byetla3,1,1,0.65,C_CONTEXT_ONLY,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,near_domain_or_complaint_term,standalone_without_object,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00488,بيكهرب,electrocutes/shocks,verb,present_verb,single_word,bykahrib,individual_term,TRUE,,bykahrib|byekahrib,,bykahrib|byekahrib,2,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,1,2,TRUE,FALSE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,bykahrib|byekahrib,,bykahrib|byekahrib,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,near_domain_or_complaint_term,standalone_without_object,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00489,بيقطع,cuts/blocks,verb,present_verb,single_word,byo2ta3,individual_term,TRUE,,byo2ta3|byi2ta3,,byo2ta3|byi2ta3,2,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,1,2,TRUE,FALSE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,byo2ta3|byi2ta3,,byo2ta3|byi2ta3,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,near_domain_or_complaint_term,standalone_without_object,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00490,بيوقع,falls,verb,present_verb,single_word,byou2a3,individual_term,TRUE,,byou2a3|byew2a3|byo2a3,,byou2a3|byew2a3|byo2a3,3,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,1,2,TRUE,FALSE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,byou2a3|byew2a3|byo2a3,,byou2a3|byew2a3|byo2a3,3,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,near_domain_or_complaint_term,standalone_without_object,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00491,بيوقف,stops,verb,present_verb,single_word,byou2af,individual_term,TRUE,,byou2af|byew2af|byo2af,,byou2af|byew2af|byo2af,3,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,1,2,TRUE,FALSE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,byou2af|byew2af|byo2af,,byou2af|byew2af|byo2af,3,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,near_domain_or_complaint_term,standalone_without_object,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00492,بيسكر,closes/blocks,verb,present_verb,single_word,bysakker,individual_term,TRUE,,bysakker|bysakkir,,bysakker|bysakkir,2,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,1,2,TRUE,FALSE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,bysakker|bysakkir,,bysakker|bysakkir,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,near_domain_or_complaint_term,standalone_without_object,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00493,بيطلع دخان,emits smoke,verb,present_verb_component,single_word,byetla3,individual_term,TRUE,,,byetla3|tale3,byetla3|tale3,2,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,2,2,TRUE,TRUE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,,byetla3|tale3,byetla3|tale3,0,2,0.57,C_CONTEXT_ONLY,context_only_feature,FALSE,FALSE,FALSE,FALSE,FALSE,near_domain_or_complaint_term,standalone_without_object,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00494,عم يدخن,is smoking,verb,progressive_component,single_word,3am yda55en,protected_phrase,FALSE,3am|yda55en|ydakhkhen,,3am yda55en|3am ydakhkhen,3am yda55en|3am ydakhkhen,2,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,1,2,TRUE,FALSE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,3am yda55en|3am ydakhkhen,,3am yda55en|3am ydakhkhen,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,near_domain_or_complaint_term,standalone_without_object,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00495,عم يهتز,is shaking,verb,progressive_component,single_word,3am yehtaz,protected_phrase,FALSE,3am|yehtaz|yihtez,,3am yehtaz|3am yihtez,3am yehtaz|3am yihtez,2,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,1,2,TRUE,FALSE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,3am yehtaz|3am yihtez,,3am yehtaz|3am yihtez,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,near_domain_or_complaint_term,standalone_without_object,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00496,عم ينزل,is coming down,verb,progressive_component,single_word,3am yenzal,protected_phrase,FALSE,3am|yenzal,,3am yenzal,3am yenzal,1,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,1,2,TRUE,FALSE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,3am yenzal,,3am yenzal,1,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,near_domain_or_complaint_term,standalone_without_object,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00497,عم يسرب,is leaking,verb,progressive_component,single_word,3am yesarrib,protected_phrase,FALSE,3am|yesarrib|ysarrib,,3am yesarrib|3am ysarrib,3am yesarrib|3am ysarrib,2,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,1,2,TRUE,FALSE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,3am yesarrib|3am ysarrib,,3am yesarrib|3am ysarrib,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,near_domain_or_complaint_term,standalone_without_object,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00498,عم يطلع,is coming out,verb,progressive_component,single_word,3am yetla3,protected_phrase,FALSE,3am|yetla3|yotla3,,3am yetla3|3am yotla3,3am yetla3|3am yotla3,2,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,1,2,TRUE,FALSE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,3am yetla3|3am yotla3,,3am yetla3|3am yotla3,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,near_domain_or_complaint_term,standalone_without_object,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00499,عم يتوسع,is expanding,verb,progressive_component,single_word,3am yetwassa3,protected_phrase,FALSE,3am|yetwassa3|ytwassa3,,3am yetwassa3|3am ytwassa3,3am yetwassa3|3am ytwassa3,2,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,1,2,TRUE,FALSE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,3am yetwassa3|3am ytwassa3,,3am yetwassa3|3am ytwassa3,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,near_domain_or_complaint_term,standalone_without_object,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00500,عم يفور,is overflowing,verb,progressive_component,single_word,3am yfour,protected_phrase,FALSE,3am|yfour|yefour|yfor,,3am yfour|3am yefour|3am yfor|3am yefor,3am yfour|3am yefour|3am yfor|3am yefor,4,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,1,2,TRUE,FALSE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,3am yfour|3am yefour|3am yfor|3am yefor,,3am yfour|3am yefour|3am yfor|3am yefor,4,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,near_domain_or_complaint_term,standalone_without_object,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00501,عم يميل,is leaning,verb,progressive_component,single_word,3am ymil,protected_phrase,FALSE,3am|ymil|yimil,,3am ymil|3am yimil,3am ymil|3am yimil,2,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,1,2,TRUE,FALSE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,3am ymil|3am yimil,,3am ymil|3am yimil,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,near_domain_or_complaint_term,standalone_without_object,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00502,عم يولع,is catching fire,verb,progressive_component,single_word,3am ywalla3,protected_phrase,FALSE,3am|ywalla3|ywalli3,,3am ywalla3|3am ywalli3,3am ywalla3|3am ywalli3,2,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,1,2,TRUE,FALSE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,3am ywalla3|3am ywalli3,,3am ywalla3|3am ywalli3,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,near_domain_or_complaint_term,standalone_without_object,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00503,نضّف,cleaned,verb,repair,single_word,naddaf,individual_term,TRUE,,naddaf|nadaf,,naddaf|nadaf,2,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,1,2,TRUE,FALSE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,naddaf|nadaf,,naddaf|nadaf,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,near_domain_or_complaint_term,standalone_without_object,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEBANESE_COMMON|PROJECT_POLICY,LEBANESE_COMMON;PROJECT_POLICY,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00504,صلّح,fixed/repaired,verb,repair,single_word,salla7,individual_term,TRUE,,salla7|sal7,,salla7|sal7,2,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,1,2,TRUE,FALSE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,salla7|sal7,,salla7|sal7,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,near_domain_or_complaint_term,standalone_without_object,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEBANESE_COMMON|PROJECT_POLICY,LEBANESE_COMMON;PROJECT_POLICY,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00505,شال,removed,verb,repair,single_word,shel,individual_term,TRUE,,shel|shal,,shel|shal,2,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,1,2,TRUE,FALSE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,shel|shal,,shel|shal,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,near_domain_or_complaint_term,standalone_without_object,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEBANESE_COMMON|PROJECT_POLICY,LEBANESE_COMMON;PROJECT_POLICY,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00506,رجع,returned/happened again,verb,repeat,single_word,rje3,individual_term,TRUE,,rje3,raje3,rje3|raje3,2,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,2,2,TRUE,TRUE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,rje3,raje3,rje3|raje3,1,1,0.65,C_CONTEXT_ONLY,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,near_domain_or_complaint_term,standalone_without_object,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEBANESE_COMMON|PROJECT_POLICY,LEBANESE_COMMON;PROJECT_POLICY,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00507,رجعت,came back feminine,verb,repeat,single_word,rje3et,individual_term,TRUE,,rje3et|rji3et,,rje3et|rji3et,2,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,1,2,TRUE,FALSE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,rje3et|rji3et,,rje3et|rji3et,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,near_domain_or_complaint_term,standalone_without_object,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:Lebanese native review still required before production promotion,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00508,تكرر,repeated,verb,repeat,single_word,tkarrar,individual_term,TRUE,,tkarrar|betkarrar,,tkarrar|betkarrar,2,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,1,2,TRUE,FALSE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,tkarrar|betkarrar,,tkarrar|betkarrar,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,near_domain_or_complaint_term,standalone_without_object,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEBANESE_COMMON|PROJECT_POLICY,LEBANESE_COMMON;PROJECT_POLICY,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00509,تكررت,repeated feminine,verb,repeat,single_word,tkarrarit,individual_term,TRUE,,tkarrarit|tkarraret,,tkarrarit|tkarraret,2,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,1,2,TRUE,FALSE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,tkarrarit|tkarraret,,tkarrarit|tkarraret,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,near_domain_or_complaint_term,standalone_without_object,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:Lebanese native review still required before production promotion,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00510,بعثنا,we sent,verb,reporting,single_word,ba3atna,individual_term,TRUE,,ba3atna|b3atna,,ba3atna|b3atna,2,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,1,2,TRUE,FALSE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,ba3atna|b3atna,,ba3atna|b3atna,2,0,0.88,B_RELIABLE_AFTER_REVIEW,safe_normalization_candidate_after_review,FALSE,FALSE,FALSE,FALSE,FALSE,near_domain_or_complaint_term,standalone_without_object,1,1,native_review|validator_pass|decision_logged,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,general_normalization_eval,LEBANESE_COMMON|PROJECT_POLICY,LEBANESE_COMMON;PROJECT_POLICY,PENDING_NATIVE_REVIEW,UNASSIGNED,FALSE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V9-00511,أبلغ,reported/informed,verb,reporting,single_word,ballagh,individual_term,TRUE,,,ballagh,ballagh,1,general_sentence_context,used_as_issue_label_without_context,arabizi_general_word_bank,general_normalization_eval,2,2,TRUE,TRUE,FALSE,FALSE,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,,ballagh,ballagh,0,1,0.75,C_CONTEXT_ONLY,context_only_feature,FALSE,FALSE,FALSE,FALSE,FALSE,near_domain_or_complaint_term,standalone_without_object,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_general_word_bank,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:Lebanese native review still required before production promotion,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
